y;x
54.6051;-5.91054
47.79028;14.39861
57.2618;16.458
58.0501;15.8272
58.4202;13.6104
56.9601;12.4228
-26.51667;28.35
48.7675;9.8775
56.34277;13.65854
53.26;10.08
52.96;9.58
51.66;10.75
50.96;7.08
50.26;9.08
42.9;-2.26
57.04513;10.33132
60.42259;10.90867
49.93;6.21
53.66011;-7.55139
48.262;2.44937
42.43;0.81
42.16667;9.25
52.26;9.08
50.16;7.75
49.36;12.25
62.1031;5.1722
64.3754;21.2459
46.7721;4.74965
38.4022;-76.8317
52.85722;-3.1363
57.9052;15.2023
42.78021;-8.88387
49.0632;2.492
49.54;22.5
51.73948;-2.94147
56.31795;-3.53607
55.14349;-3.96141
49.76;11.08
53.99063;-1.77119
56.39796;14.32351
46.67278;15.05889
56.615;16.6068
47.17567;8.08748
52.96;11.25
51.56;10.92
49.96;11.08
49.56;8.75
48.26;10.25
51.16;7.08
51.55965;-1.06225
56.91945;-5.03968
53.9484;12.0819
59.36469;13.93784
41.41;2.1
56.6199;16.17
57.10649;-4.72461
55.69782;-2.39779
46.4768;5.33851
62.45705;6.13314
69.55799;19.07492
46.1826;2.28697
46.26672;1.63661
50.66;6.42
49.76;7.75
48.56;12.75
52.704;0.59045
43.34;-2.13
45.72123;1.26431
50.86;11.25
49.76;8.58
47.529;1.3855
49.904;18.9061
52.5252;-6.53473
41.73;-1.92
60.99265;10.61846
48.0875;13.3453
48.96;10.75
50.86;10.75
48.36;11.25
49.76;7.42
47.96;12.92
60.35379;10.57401
42.76103;-8.46839
50.76;6.08
50.46;12.08
47.66;9.25
60.23053;19.99496
47.575;11.56528
58.6058;16.4853
55.74354;8.23733
58.6633;12.0695
49.6137;19.9556
53.06;8.25
51.76;9.25
48.06;7.58
51.46;11.25
59.46114;10.35525
57.47226;-4.41816
60.3136;17.3903
56.1183;15.4733
48.1521;5.07433
50.14;6.04
56.20543;-4.82162
47.2219;0.99369
52.07525;-4.55388
63.28453;9.02829
59.22978;6.17656
51.46;14.08
52.66;8.08
50.66;9.08
49.86;11.25
49.46;6.58
48.56;9.92
47.76;11.08
55.95168;9.12672
58.5693;12.421
57.451;12.744
55.57029;13.92842
61.08462;11.38163
51.46;14.92
50.76;8.58
49.66;11.75
59.0256;15.7345
58.6542;14.2608
49;6
50.78333;13.66667
58.4621;14.823
37.84;-4.82
50.0034;18.4661
48.0045;5.41985
58.5472;15.9591
59.194;16.3083
42.703;-1.138
50.16;8.25
49.16;7.25
47.66;10.25
53.56;7.75
51.11374;-1.92856
51.90672;-3.96268
57.1532;16.2412
49.9934;19.5056
63.97835;11.38896
50.16;10.92
49.26;11.75
53.35862;-6.72409
57.20825;13.28593
45.09295;1.41095
53.17019;9.47687
58.6111;14.5207
50.76;13.25
51.26;12.75
52.46;7.25
49.96;8.58
48.16;11.58
62.41848;6.93809
59.4188;16.1795
57.709;14.1157
58.3176;15.6534
46.27072;2.0261
50.84342;-1.64488
46.3524;4.33916
48.56;7.92
52.56;10.75
52.31415;6.42455
50.4748;-3.47991
47.5336;3.57295
51.46;14.58
50.96;14.42
49.86;6.58
48.66;13.42
48.26;12.42
57.28979;-7.39581
42.53;-1.78
48.56;9.75
50.46;11.25
51.06;11.25
52.36;10.58
51.16;12.92
47.86;9.92
47.9733;2.1735
59.93993;6.00051
60.36766;6.18663
57.29228;11.00899
54.3484;12.9151
58.8615;18.0366
57.8757;14.055
50.66;10.75
50.36;9.75
53.16;10.58
47.66;8.25
53.54612;9.98972
49.73;6.21
55.155;-3.02018
52.72395;-0.5932
49.16;11.92
53.12921;6.44699
56.2593;12.57321
56.91;16.7681
50.79216;7.29456
51.00016;-4.35182
62.14148;6.62402
49.06;12.58
48.36;12.25
47.56;10.92
45.86;4.15
55.27024;10.78093
59.3041;15.4782
48.0534;-0.20462
57.6082;13.1793
56.8598;13.2426
55.64111;8.8466
47.66;13.08
59.91504;10.65759
47.4852;4.75383
47.79917;15.29722
54.52302;-3.31341
49.96;7.92
51.36;10.75
53.26;8.25
52.56;7.42
50.96;7.75
47.9861;4.84279
49.46;12.75
47.86;10.75
47.66;10.75
61.20499;10.41389
48.1542;12.9394
51.87378;6.2375
57.05503;10.08361
57.13585;-2.24785
52.56;9.08
49.76;6.75
47.96;12.25
59.31857;9.34107
55.92433;-5.28153
55.63941;10.17798
50.93388;-2.07116
43.216;-2.5199
49.46;9.08
51.76;7.92
46.66667;13
51.36503;0.08311
52.45248;-3.54531
51.37617;5.37419
42.59035;1.67274
59.5956;5.57011
49.26;9.75
50.36;11.75
52.91254;-6.61088
56.31097;9.13846
57.8728;13.0319
52.65153;-6.24236
55.41494;8.81476
55.55365;9.83413
42.9978;-8.1535
53.06;10.75
49.06;8.08
48.36;12.92
58.05857;7.29635
48.3349;3.50388
58.26645;6.79196
49.25451;22.44813
49.16;9.25
48.96;12.75
50.26;9.92
51.16;11.58
52.46;9.25
48.46;12.58
48.75229;-0.19726
51.86;11.25
52.86;10.42
50.26;12.08
54.88903;-1.61022
49.86;8.75
52.36;7.42
62.48199;6.74132
46.5394;4.37615
48.0312;2.78933
52.985;-4.01122
52.55228;-2.22125
46.6767;5.16146
58.6341;13.4661
40.29961;-5.88264
53.52881;-0.26489
52.47171;5.98171
50.96;11.08
52.06;7.25
51.06;6.75
60.73862;27.00606
60.73802;12.08704
52.32891;6.96429
51.28662;16.81335
51.76;12.25
52.76;8.25
53.76;12.58
60.7112;17.3376
55.63789;12.33533
48.357;-0.08965
51.97099;6.83525
49.36;8.75
48.96;9.25
53.35028;9.2274
57.0209;12.9647
59.64347;9.6198
55.28894;14.70811
38.8;-7
63.44074;10.67189
50.06;10.75
52.66;7.25
51.36;9.25
50.86;9.25
49.56;12.42
47.96;10.25
51.06;13.92
48.2681;3.0824
56.77068;-3.22723
56.64623;-5.18083
53.09577;-7.83653
63.45447;10.94553
48.76;13.25
53.06;10.25
55.00249;12.07686
59.93174;10.27929
51.20976;19.85823
53.17502;-3.27187
52.0234;5.46009
48.96;11.42
55.73704;13.43777
53.16469;-4.01962
51.83135;-2.65311
57.65177;-4.43009
41.01;-3.59
45.46355;2.55213
53.36045;-1.47403
51.26;7.92
52.48272;-7.53371
49.26;10.25
51.56;14.25
51.36;9.08
49.56;12.25
47.6595;4.44231
57.2491;15.6708
48.86;13.08
50.26;10.25
52.06;7.75
50.56;9.75
50.46;7.25
52.68129;1.47705
59.1538;15.9322
51.37384;-3.50871
54.71275;-7.76724
48.1416;3.85927
56.04603;12.56013
51.53142;21.43741
59.4189;18.083
52.82218;-2.07421
56.7821;12.6563
51.16;13.58
52.46;10.92
51.16;6.58
49.76;9.25
48.16;12.25
58.3094;14.6344
56.03887;-4.16716
51.55699;-3.22623
57.6101;18.2939
53.76;9.08
50.96;10.25
48.86;11.25
53.1816;-1.77552
47.41833;13.56861
51.87985;4.69683
50.26;9.58
58.4247;16.7164
45.01016;2.04802
55.1306;14.92598
52.26;8.75
46.874;4.0603
41.61;0.61
56.83767;9.30527
58.7397;12.4725
47.5062;0.5653
47.8447;3.81633
52.86;10.75
50.26;12.42
59.2743;17.4496
50.0992;19.81636
54.23059;-4.68516
56.53822;-5.82273
53.86;8.58
50.96;9.92
51.26;9.75
59.1633;16.1107
59.04497;10.00421
52.2334;5.94419
56.80716;-5.8501
51.56;9.92
56.6356;13.4381
53.26909;4.9726
47.218;12.252
52.27763;-0.90057
57.05896;-2.43696
43.3;-1.95
52.56;8.25
49.66;6.58
49.46;8.25
50.56;7.08
56.58037;-4.0352
55.42252;11.255
51.20315;-2.35788
47.34124;8.57724
42.43;1.05
47.5152;3.96187
57.7061;18.7468
49.96;10.25
51.36;12.58
51.26;6.75
50.91567;-4.06297
51.83262;5.63332
55.042;-4.58264
52.91153;-2.3718
56.50753;8.94557
49.66;7.25
49.46;10.25
48.76;9.42
50.46;10.08
47.88289;13.51531
61.96281;6.25338
49.26;7.75
46.7245;4.55096
55.82191;13.09569
59.31052;14.11672
55.54376;11.43669
43.1;-3.1
50.26;11.25
42;-4
54.82115;8.86255
50.5723;18.5553
47.6878;3.37273
53.56;7.92
53.17784;-2.97266
56.05313;13.09655
51.86;7.25
59.3143;17.8773
51.35866;17.56056
57.8533;16.5242
53.46;8.42
52.76;8.92
51.76;7.08
51.06;12.75
51.46;7.75
57.7528;12.7386
59.9199;16.5799
42.55672;-5.61882
47.11333;15.54472
49.76;9.75
48.46;13.25
47.4143;5.1666
42.4455;-7.1396
57.1273;12.2574
48.06;11.75
42.1;-2.1
48.0986;3.59407
49.36;6.92
52.96;8.08
47.9753;4.51368
58.36038;7.04252
48.3138;16.11626
38.64;-0.47
57.48086;-3.91821
56.9497;15.7863
51.46;10.25
47.1495;0.67798
49.4383;20.7152
50.1929;18.4479
49.7228;18.7049
60.76981;10.90283
58.09963;7.73606
50.86;12.75
52.8448;23.7986
54.26029;-2.2303
46.75011;-0.86594
48.26;10.75
51.86;8.75
50.3702;18.3216
52.16;7.42
48.4537;1.50655
42.6587;13.4232
51.8576;15.5606
51.93076;-8.57497
50.86;4.69
50.75297;-2.49621
51.92253;-2.36357
47.7667;14.1931
48.57949;0.08463
57.8476;13.6336
59.17706;5.83865
59.20682;9.67
52.96;8.92
52.27476;-9.68504
53.53806;-6.71778
52.96;8.75
43.1449;-2.9139
54.61882;-1.45793
54.52598;-3.00443
62.43888;6.38947
52.06;8.25
50.46;9.08
54.3025;10.33453
51.15952;6.13768
56.8102;14.048
60.11623;10.29895
50.76;7.75
50.06;10.08
48.06;8.25
55.78396;-3.03655
51.63943;-3.80658
54.35274;-5.86286
52.66;8.75
50.26;7.25
51.36;8.42
52.7525;18.9517
60.83789;11.58502
46.6247;4.12565
53.16;7.75
52.56;9.92
49.96;7.75
59.1858;18.6703
51.89236;-4.68886
48.26;12.75
50.73833;-3.91342
57.3757;-4.74456
51.79557;-4.97321
53.3485;14.2482
52.86;9.75
50.16;11.75
48.26;11.08
53.96;10.92
59.5684;17.8638
67.31756;14.69114
57.6428;16.587
56.8536;16.3877
54.96385;-3.95265
58.03491;14.34302
52.92802;-6.14768
52.76;9.92
42.6002;-7.9883
56.10794;-5.13625
47.5595;3.7898
45.0077;1.79419
50.46;6.75
47.96;9.75
42.13;1.73
59.76291;10.0227
58.75286;7.51043
46.2912;4.52641
48.7229;4.66246
50.96;11.75
58.8257;17.4283
42.7;-0.92
53.28149;18.38519
59.9092;17.1735
50.9028;18.9367
53.26854;-9.27414
62.91966;8.80075
54.69251;11.82522
45.54118;1.26994
47.6072;2.02515
47.476;5.37327
53.71924;-2.68199
55.87754;-2.39963
42.667;-2.5851
51.46;7.25
50.86;9.58
48.46;10.58
52.2493;5.62882
56.3159;15.4668
61.7343;17.117
49.56;11.92
51.56;11.58
52.76;9.25
42.13333;23.65
49.1782;2.03549
53.16;9.25
58.88218;9.40894
51.46;9.75
51.83261;-1.63715
51.56;13.58
52.76;9.58
51.76;8.92
53.23026;-8.18011
56.46303;8.27043
47.9468;3.15023
46.16708;0.99092
51.83314;-2.07257
48.0195;16.24616
57.27894;10.54206
54.81636;12.0485
52.3584;-3.83577
54.88763;-2.70159
58.26482;7.26941
49.16;8.75
56.27411;-5.63468
52.53813;-3.84326
57.1217;-3.8996
56.9429;14.8009
50.66;9.25
42.26667;8.85
53.65879;18.35942
53.66;8.75
50.36;8.42
51.94404;-1.1772
52.18657;5.26202
47.36666;9.46667
63.04898;9.21779
47.7265;5.59933
62.62518;7.15082
51.66;11.25
48.86;13.75
57.26756;14.92863
48.8943;4.13498
45.97953;0.61013
51.1122;18.5287
50.6003;17.9737
65.4869;21.4015
51.66;7.75
50.96;6.25
49.06;8.58
48.06;9.58
56.35892;-5.80474
56.36244;10.91167
61.21933;10.6621
50.06;9.08
47.2676;2.65506
50.6254;19.3665
47.7163;1.5013
47.7329;4.66083
51.36;8.25
53.68679;-7.32177
52.26;9.75
51.66;8.75
35.67826;139.74703
68.10447;16.37576
52.27763;-3.09943
52.13599;21.69331
47.64278;13.91583
56.142;14.8457
53.27169;-2.07498
51.32667;20.54881
57.2806;14.3075
51.86;12.08
51.06;9.42
51.56;9.58
55.9836;12.30981
56.6766;13.0731
51.08522;5.33237
50.96382;2.95257
