Data publisher,Dataset,Dataset Rights,Collector name,Collector number,Field number,GUID,Date collected,Institution code,Collection code,Catalogue No,Basis of record,Image url,Last indexed,Identifier,Identification date,Scientific name,Author,Scientific name (interpreted),Kingdom,Phylum,Class,Order,Family,Genus,Country,Country (interpreted),Locality,County,Continent or Ocean,State/Province,Region,Publisher country,Latitude,Longitude,Coordinate precision,Cell id,Centi cell id,Min depth,Max depth,Max depth,Min altitude,Max altitude,Altitude precision,GBIF portal url,GBIF webservice url,
GBIF-Spain,Ministerio de Medio Ambiente y Medio Rural y Marino. Dirección General de Medio Natural y Política Forestal. Inventario Nacional de Biodiversidad 2007 Mamíferos,Público,,,,,,ARM,ARM-INB-2007-Mamiferos,33589,Observation,,2009-08-10 02:23:10.0,,,Lynx pardinus,_,Lynx pardinus,Animalia,Chordata,Mammalia,Carnívoros,Felidae,Lynx,ES,Spain,,,Europe,Sevilla,Southern Europe,Spain,37.32,-6.01,7071,45893,39,,,,,,,http://data.gbif.org/occurrences/164924302,http://data.gbif.org/ws/rest/occurrence/get?key=164924302
GBIF-Spain,Ministerio de Medio Ambiente y Medio Rural y Marino. Dirección General de Medio Natural y Política Forestal. Inventario Nacional de Biodiversidad 2007 Mamíferos,Público,,,,,,ARM,ARM-INB-2007-Mamiferos,33593,Observation,,2009-08-10 02:23:10.0,,,Lynx pardinus,_,Lynx pardinus,Animalia,Chordata,Mammalia,Carnívoros,Felidae,Lynx,ES,Spain,,,Europe,Sevilla,Southern Europe,Spain,37.24,-6.24,7071,45893,27,,,,,,,http://data.gbif.org/occurrences/164924306,http://data.gbif.org/ws/rest/occurrence/get?key=164924306
GBIF-Spain,Ministerio de Medio Ambiente y Medio Rural y Marino. Dirección General de Medio Natural y Política Forestal. Inventario Nacional de Biodiversidad 2007 Mamíferos,Público,,,,,,ARM,ARM-INB-2007-Mamiferos,33533,Observation,,2009-08-10 02:23:09.0,,,Lynx pardinus,_,Lynx pardinus,Animalia,Chordata,Mammalia,Carnívoros,Felidae,Lynx,ES,Spain,,,Europe,Huelva,Southern Europe,Spain,37.97,-6.67,7071,45893,93,,,,,,,http://data.gbif.org/occurrences/164924246,http://data.gbif.org/ws/rest/occurrence/get?key=164924246
GBIF-Spain,Ministerio de Medio Ambiente y Medio Rural y Marino. Dirección General de Medio Natural y Política Forestal. Inventario Nacional de Biodiversidad 2007 Mamíferos,Público,,,,,,ARM,ARM-INB-2007-Mamiferos,33528,Observation,,2009-08-10 02:23:09.0,,,Lynx pardinus,_,Lynx pardinus,Animalia,Chordata,Mammalia,Carnívoros,Felidae,Lynx,ES,Spain,,,Europe,Huelva,Southern Europe,Spain,37.33,-6.46,7071,45893,35,,,,,,,http://data.gbif.org/occurrences/164924241,http://data.gbif.org/ws/rest/occurrence/get?key=164924241
GBIF-Spain,Ministerio de Medio Ambiente y Medio Rural y Marino. Dirección General de Medio Natural y Política Forestal. Inventario Nacional de Biodiversidad 2007 Mamíferos,Público,,,,,,ARM,ARM-INB-2007-Mamiferos,33588,Observation,,2009-08-10 02:23:10.0,,,Lynx pardinus,_,Lynx pardinus,Animalia,Chordata,Mammalia,Carnívoros,Felidae,Lynx,ES,Spain,,,Europe,Sevilla,Southern Europe,Spain,37.23,-6.01,7071,45893,29,,,,,,,http://data.gbif.org/occurrences/164924301,http://data.gbif.org/ws/rest/occurrence/get?key=164924301
GBIF-Spain,Ministerio de Medio Ambiente y Medio Rural y Marino. Dirección General de Medio Natural y Política Forestal. Inventario Nacional de Biodiversidad 2007 Mamíferos,Público,,,,,,ARM,ARM-INB-2007-Mamiferos,33592,Observation,,2009-08-10 02:23:10.0,,,Lynx pardinus,_,Lynx pardinus,Animalia,Chordata,Mammalia,Carnívoros,Felidae,Lynx,ES,Spain,,,Europe,Sevilla,Southern Europe,Spain,37.33,-6.23,7071,45893,37,,,,,,,http://data.gbif.org/occurrences/164924305,http://data.gbif.org/ws/rest/occurrence/get?key=164924305
GBIF-Spain,Ministerio de Medio Ambiente y Medio Rural y Marino. Dirección General de Medio Natural y Política Forestal. Inventario Nacional de Biodiversidad 2007 Mamíferos,Público,,,,,,ARM,ARM-INB-2007-Mamiferos,33583,Observation,,2009-08-10 02:23:09.0,,,Lynx pardinus,_,Lynx pardinus,Animalia,Chordata,Mammalia,Carnívoros,Felidae,Lynx,ES,Spain,,,Europe,Sevilla,Southern Europe,Spain,37.78,-5.67,7071,45894,73,,,,,,,http://data.gbif.org/occurrences/164924296,http://data.gbif.org/ws/rest/occurrence/get?key=164924296
GBIF-Spain,Ministerio de Medio Ambiente y Medio Rural y Marino. Dirección General de Medio Natural y Política Forestal. Inventario Nacional de Biodiversidad 2007 Mamíferos,Público,,,,,,ARM,ARM-INB-2007-Mamiferos,33587,Observation,,2009-08-10 02:23:10.0,,,Lynx pardinus,_,Lynx pardinus,Animalia,Chordata,Mammalia,Carnívoros,Felidae,Lynx,ES,Spain,,,Europe,Sevilla,Southern Europe,Spain,37.87,-5.9,7071,45894,81,,,,,,,http://data.gbif.org/occurrences/164924300,http://data.gbif.org/ws/rest/occurrence/get?key=164924300
GBIF-Spain,Ministerio de Medio Ambiente y Medio Rural y Marino. Dirección General de Medio Natural y Política Forestal. Inventario Nacional de Biodiversidad 2007 Mamíferos,Público,,,,,,ARM,ARM-INB-2007-Mamiferos,33514,Observation,,2009-08-10 02:23:08.0,,,Lynx pardinus,_,Lynx pardinus,Animalia,Chordata,Mammalia,Carnívoros,Felidae,Lynx,ES,Spain,,,Europe,Córdoba,Southern Europe,Spain,37.88,-5.22,7071,45894,87,,,,,,,http://data.gbif.org/occurrences/164924227,http://data.gbif.org/ws/rest/occurrence/get?key=164924227
GBIF-Spain,Ministerio de Medio Ambiente y Medio Rural y Marino. Dirección General de Medio Natural y Política Forestal. Inventario Nacional de Biodiversidad 2007 Mamíferos,Público,,,,,,ARM,ARM-INB-2007-Mamiferos,33586,Observation,,2009-08-10 02:23:09.0,,,Lynx pardinus,_,Lynx pardinus,Animalia,Chordata,Mammalia,Carnívoros,Felidae,Lynx,ES,Spain,,,Europe,Sevilla,Southern Europe,Spain,37.78,-5.9,7071,45894,71,,,,,,,http://data.gbif.org/occurrences/164924299,http://data.gbif.org/ws/rest/occurrence/get?key=164924299
GBIF-Spain,Ministerio de Medio Ambiente y Medio Rural y Marino. Dirección General de Medio Natural y Política Forestal. Inventario Nacional de Biodiversidad 2007 Mamíferos,Público,,,,,,ARM,ARM-INB-2007-Mamiferos,33367,Observation,,2009-08-10 02:23:06.0,,,Lynx pardinus,_,Lynx pardinus,Animalia,Chordata,Mammalia,Carnívoros,Felidae,Lynx,ES,Spain,,,Europe,,Southern Europe,Spain,37.88,-5.44,7071,45894,85,,,,,,,http://data.gbif.org/occurrences/164924080,http://data.gbif.org/ws/rest/occurrence/get?key=164924080
GBIF-Spain,Ministerio de Medio Ambiente y Medio Rural y Marino. Dirección General de Medio Natural y Política Forestal. Inventario Nacional de Biodiversidad 2007 Mamíferos,Público,,,,,,ARM,ARM-INB-2007-Mamiferos,33515,Observation,,2009-08-10 02:23:08.0,,,Lynx pardinus,_,Lynx pardinus,Animalia,Chordata,Mammalia,Carnívoros,Felidae,Lynx,ES,Spain,,,Europe,Córdoba,Southern Europe,Spain,37.97,-5.22,7071,45894,97,,,,,,,http://data.gbif.org/occurrences/164924228,http://data.gbif.org/ws/rest/occurrence/get?key=164924228
GBIF-Spain,Ministerio de Medio Ambiente y Medio Rural y Marino. Dirección General de Medio Natural y Política Forestal. Inventario Nacional de Biodiversidad 2007 Mamíferos,Público,,,,,,ARM,ARM-INB-2007-Mamiferos,33364,Observation,,2009-08-10 02:23:06.0,,,Lynx pardinus,_,Lynx pardinus,Animalia,Chordata,Mammalia,Carnívoros,Felidae,Lynx,ES,Spain,,,Europe,,Southern Europe,Spain,37.88,-5.33,7071,45894,86,,,,,,,http://data.gbif.org/occurrences/164924077,http://data.gbif.org/ws/rest/occurrence/get?key=164924077
GBIF-Spain,Ministerio de Medio Ambiente y Medio Rural y Marino. Dirección General de Medio Natural y Política Forestal. Inventario Nacional de Biodiversidad 2007 Mamíferos,Público,,,,,,ARM,ARM-INB-2007-Mamiferos,33372,Observation,,2009-08-10 02:23:06.0,,,Lynx pardinus,_,Lynx pardinus,Animalia,Chordata,Mammalia,Carnívoros,Felidae,Lynx,ES,Spain,,,Europe,,Southern Europe,Spain,37.96,-5.9,7071,45894,91,,,,,,,http://data.gbif.org/occurrences/164924085,http://data.gbif.org/ws/rest/occurrence/get?key=164924085
GBIF-Spain,Ministerio de Medio Ambiente y Medio Rural y Marino. Dirección General de Medio Natural y Política Forestal. Inventario Nacional de Biodiversidad 2007 Mamíferos,Público,,,,,,ARM,ARM-INB-2007-Mamiferos,33513,Observation,,2009-08-10 02:23:08.0,,,Lynx pardinus,_,Lynx pardinus,Animalia,Chordata,Mammalia,Carnívoros,Felidae,Lynx,ES,Spain,,,Europe,Córdoba,Southern Europe,Spain,37.97,-5.11,7071,45894,98,,,,,,,http://data.gbif.org/occurrences/164924226,http://data.gbif.org/ws/rest/occurrence/get?key=164924226
GBIF-Spain,Ministerio de Medio Ambiente y Medio Rural y Marino. Dirección General de Medio Natural y Política Forestal. Inventario Nacional de Biodiversidad 2007 Mamíferos,Público,,,,,,ARM,ARM-INB-2007-Mamiferos,33585,Observation,,2009-08-10 02:23:09.0,,,Lynx pardinus,_,Lynx pardinus,Animalia,Chordata,Mammalia,Carnívoros,Felidae,Lynx,ES,Spain,,,Europe,Sevilla,Southern Europe,Spain,37.78,-5.78,7071,45894,72,,,,,,,http://data.gbif.org/occurrences/164924298,http://data.gbif.org/ws/rest/occurrence/get?key=164924298
GBIF-Spain,Ministerio de Medio Ambiente y Medio Rural y Marino. Dirección General de Medio Natural y Política Forestal. Inventario Nacional de Biodiversidad 2007 Mamíferos,Público,,,,,,ARM,ARM-INB-2007-Mamiferos,33584,Observation,,2009-08-10 02:23:09.0,,,Lynx pardinus,_,Lynx pardinus,Animalia,Chordata,Mammalia,Carnívoros,Felidae,Lynx,ES,Spain,,,Europe,Sevilla,Southern Europe,Spain,37.96,-5.68,7071,45894,93,,,,,,,http://data.gbif.org/occurrences/164924297,http://data.gbif.org/ws/rest/occurrence/get?key=164924297
GBIF-Spain,Ministerio de Medio Ambiente y Medio Rural y Marino. Dirección General de Medio Natural y Política Forestal. Inventario Nacional de Biodiversidad 2007 Mamíferos,Público,,,,,,ARM,ARM-INB-2007-Mamiferos,33509,Observation,,2009-08-10 02:23:08.0,,,Lynx pardinus,_,Lynx pardinus,Animalia,Chordata,Mammalia,Carnívoros,Felidae,Lynx,ES,Spain,,,Europe,Córdoba,Southern Europe,Spain,37.89,-4.99,7071,45895,80,,,,,,,http://data.gbif.org/occurrences/164924222,http://data.gbif.org/ws/rest/occurrence/get?key=164924222
GBIF-Spain,Ministerio de Medio Ambiente y Medio Rural y Marino. Dirección General de Medio Natural y Política Forestal. Inventario Nacional de Biodiversidad 2007 Mamíferos,Público,,,,,,ARM,ARM-INB-2007-Mamiferos,33506,Observation,,2009-08-10 02:23:08.0,,,Lynx pardinus,_,Lynx pardinus,Animalia,Chordata,Mammalia,Carnívoros,Felidae,Lynx,ES,Spain,,,Europe,Córdoba,Southern Europe,Spain,37.98,-4.65,7071,45895,93,,,,,,,http://data.gbif.org/occurrences/164924219,http://data.gbif.org/ws/rest/occurrence/get?key=164924219
GBIF-Spain,Ministerio de Medio Ambiente y Medio Rural y Marino. Dirección General de Medio Natural y Política Forestal. Inventario Nacional de Biodiversidad 2007 Mamíferos,Público,,,,,,ARM,ARM-INB-2007-Mamiferos,33510,Observation,,2009-08-10 02:23:08.0,,,Lynx pardinus,_,Lynx pardinus,Animalia,Chordata,Mammalia,Carnívoros,Felidae,Lynx,ES,Spain,,,Europe,Córdoba,Southern Europe,Spain,37.98,-4.99,7071,45895,90,,,,,,,http://data.gbif.org/occurrences/164924223,http://data.gbif.org/ws/rest/occurrence/get?key=164924223
GBIF-Spain,Ministerio de Medio Ambiente y Medio Rural y Marino. Dirección General de Medio Natural y Política Forestal. Inventario Nacional de Biodiversidad 2007 Mamíferos,Público,,,,,,ARM,ARM-INB-2007-Mamiferos,33503,Observation,,2009-08-10 02:23:08.0,,,Lynx pardinus,_,Lynx pardinus,Animalia,Chordata,Mammalia,Carnívoros,Felidae,Lynx,ES,Spain,,,Europe,Córdoba,Southern Europe,Spain,37.98,-4.54,7071,45895,94,,,,,,,http://data.gbif.org/occurrences/164924216,http://data.gbif.org/ws/rest/occurrence/get?key=164924216
GBIF-Spain,Ministerio de Medio Ambiente y Medio Rural y Marino. Dirección General de Medio Natural y Política Forestal. Inventario Nacional de Biodiversidad 2007 Mamíferos,Público,,,,,,ARM,ARM-INB-2007-Mamiferos,33522,Observation,,2009-08-10 02:23:08.0,,,Lynx pardinus,_,Lynx pardinus,Animalia,Chordata,Mammalia,Carnívoros,Felidae,Lynx,ES,Spain,,,Europe,Granada,Southern Europe,Spain,37.36,-3.51,7071,45896,34,,,,,,,http://data.gbif.org/occurrences/164924235,http://data.gbif.org/ws/rest/occurrence/get?key=164924235
GBIF-Spain,Ministerio de Medio Ambiente y Medio Rural y Marino. Dirección General de Medio Natural y Política Forestal. Inventario Nacional de Biodiversidad 2007 Mamíferos,Público,,,,,,ARM,ARM-INB-2007-Mamiferos,33519,Observation,,2009-08-10 02:23:08.0,,,Lynx pardinus,_,Lynx pardinus,Animalia,Chordata,Mammalia,Carnívoros,Felidae,Lynx,ES,Spain,,,Europe,Granada,Southern Europe,Spain,37.36,-3.4,7071,45896,36,,,,,,,http://data.gbif.org/occurrences/164924232,http://data.gbif.org/ws/rest/occurrence/get?key=164924232
GBIF-Spain,Ministerio de Medio Ambiente y Medio Rural y Marino. Dirección General de Medio Natural y Política Forestal. Inventario Nacional de Biodiversidad 2007 Mamíferos,Público,,,,,,ARM,ARM-INB-2007-Mamiferos,33518,Observation,,2009-08-10 02:23:08.0,,,Lynx pardinus,_,Lynx pardinus,Animalia,Chordata,Mammalia,Carnívoros,Felidae,Lynx,ES,Spain,,,Europe,Granada,Southern Europe,Spain,37.27,-3.39,7071,45896,26,,,,,,,http://data.gbif.org/occurrences/164924231,http://data.gbif.org/ws/rest/occurrence/get?key=164924231
GBIF-Spain,Ministerio de Medio Ambiente y Medio Rural y Marino. Dirección General de Medio Natural y Política Forestal. Inventario Nacional de Biodiversidad 2007 Mamíferos,Público,,,,,,ARM,ARM-INB-2007-Mamiferos,33517,Observation,,2009-08-10 02:23:08.0,,,Lynx pardinus,_,Lynx pardinus,Animalia,Chordata,Mammalia,Carnívoros,Felidae,Lynx,ES,Spain,,,Europe,Granada,Southern Europe,Spain,37.09,-3.17,7071,45896,8,,,,,,,http://data.gbif.org/occurrences/164924230,http://data.gbif.org/ws/rest/occurrence/get?key=164924230
GBIF-Spain,Ministerio de Medio Ambiente y Medio Rural y Marino. Dirección General de Medio Natural y Política Forestal. Inventario Nacional de Biodiversidad 2007 Mamíferos,Público,,,,,,ARM,ARM-INB-2007-Mamiferos,33560,Observation,,2009-08-10 02:23:09.0,,,Lynx pardinus,_,Lynx pardinus,Animalia,Chordata,Mammalia,Carnívoros,Felidae,Lynx,ES,Spain,,,Europe,Jaén,Southern Europe,Spain,37.81,-3.51,7071,45896,84,,,,,,,http://data.gbif.org/occurrences/164924273,http://data.gbif.org/ws/rest/occurrence/get?key=164924273
GBIF-Spain,Ministerio de Medio Ambiente y Medio Rural y Marino. Dirección General de Medio Natural y Política Forestal. Inventario Nacional de Biodiversidad 2007 Mamíferos,Público,,,,,,ARM,ARM-INB-2007-Mamiferos,33553,Observation,,2009-08-10 02:23:09.0,,,Lynx pardinus,_,Lynx pardinus,Animalia,Chordata,Mammalia,Carnívoros,Felidae,Lynx,ES,Spain,,,Europe,Jaén,Southern Europe,Spain,37.9,-3.17,7071,45896,98,,,,,,,http://data.gbif.org/occurrences/164924266,http://data.gbif.org/ws/rest/occurrence/get?key=164924266
GBIF-Spain,Ministerio de Medio Ambiente y Medio Rural y Marino. Dirección General de Medio Natural y Política Forestal. Inventario Nacional de Biodiversidad 2007 Mamíferos,Público,,,,,,ARM,ARM-INB-2007-Mamiferos,33521,Observation,,2009-08-10 02:23:08.0,,,Lynx pardinus,_,Lynx pardinus,Animalia,Chordata,Mammalia,Carnívoros,Felidae,Lynx,ES,Spain,,,Europe,Granada,Southern Europe,Spain,37.27,-3.51,7071,45896,24,,,,,,,http://data.gbif.org/occurrences/164924234,http://data.gbif.org/ws/rest/occurrence/get?key=164924234
GBIF-Spain,Ministerio de Medio Ambiente y Medio Rural y Marino. Dirección General de Medio Natural y Política Forestal. Inventario Nacional de Biodiversidad 2007 Mamíferos,Público,,,,,,ARM,ARM-INB-2007-Mamiferos,33564,Observation,,2009-08-10 02:23:09.0,,,Lynx pardinus,_,Lynx pardinus,Animalia,Chordata,Mammalia,Carnívoros,Felidae,Lynx,ES,Spain,,,Europe,Jaén,Southern Europe,Spain,37.63,-3.74,7071,45896,62,,,,,,,http://data.gbif.org/occurrences/164924277,http://data.gbif.org/ws/rest/occurrence/get?key=164924277
GBIF-Spain,Ministerio de Medio Ambiente y Medio Rural y Marino. Dirección General de Medio Natural y Política Forestal. Inventario Nacional de Biodiversidad 2007 Mamíferos,Público,,,,,,ARM,ARM-INB-2007-Mamiferos,33525,Observation,,2009-08-10 02:23:09.0,,,Lynx pardinus,_,Lynx pardinus,Animalia,Chordata,Mammalia,Carnívoros,Felidae,Lynx,ES,Spain,,,Europe,Granada,Southern Europe,Spain,37.45,-3.62,7071,45896,43,,,,,,,http://data.gbif.org/occurrences/164924238,http://data.gbif.org/ws/rest/occurrence/get?key=164924238
GBIF-Spain,Ministerio de Medio Ambiente y Medio Rural y Marino. Dirección General de Medio Natural y Política Forestal. Inventario Nacional de Biodiversidad 2007 Mamíferos,Público,,,,,,ARM,ARM-INB-2007-Mamiferos,33520,Observation,,2009-08-10 02:23:08.0,,,Lynx pardinus,_,Lynx pardinus,Animalia,Chordata,Mammalia,Carnívoros,Felidae,Lynx,ES,Spain,,,Europe,Granada,Southern Europe,Spain,37.18,-3.51,7071,45896,14,,,,,,,http://data.gbif.org/occurrences/164924233,http://data.gbif.org/ws/rest/occurrence/get?key=164924233
GBIF-Spain,Ministerio de Medio Ambiente y Medio Rural y Marino. Dirección General de Medio Natural y Política Forestal. Inventario Nacional de Biodiversidad 2007 Mamíferos,Público,,,,,,ARM,ARM-INB-2007-Mamiferos,33563,Observation,,2009-08-10 02:23:09.0,,,Lynx pardinus,_,Lynx pardinus,Animalia,Chordata,Mammalia,Carnívoros,Felidae,Lynx,ES,Spain,,,Europe,Jaén,Southern Europe,Spain,37.72,-3.62,7071,45896,73,,,,,,,http://data.gbif.org/occurrences/164924276,http://data.gbif.org/ws/rest/occurrence/get?key=164924276
GBIF-Spain,Ministerio de Medio Ambiente y Medio Rural y Marino. Dirección General de Medio Natural y Política Forestal. Inventario Nacional de Biodiversidad 2007 Mamíferos,Público,,,,,,ARM,ARM-INB-2007-Mamiferos,33299,Observation,,2009-08-10 02:23:05.0,,,Lynx pardinus,_,Lynx pardinus,Animalia,Chordata,Mammalia,Carnívoros,Felidae,Lynx,ES,Spain,,,Europe,,Southern Europe,Spain,37.45,-3.73,7071,45896,42,,,,,,,http://data.gbif.org/occurrences/164924012,http://data.gbif.org/ws/rest/occurrence/get?key=164924012
GBIF-Spain,Ministerio de Medio Ambiente y Medio Rural y Marino. Dirección General de Medio Natural y Política Forestal. Inventario Nacional de Biodiversidad 2007 Mamíferos,Público,,,,,,ARM,ARM-INB-2007-Mamiferos,33559,Observation,,2009-08-10 02:23:09.0,,,Lynx pardinus,_,Lynx pardinus,Animalia,Chordata,Mammalia,Carnívoros,Felidae,Lynx,ES,Spain,,,Europe,Jaén,Southern Europe,Spain,37.72,-3.51,7071,45896,74,,,,,,,http://data.gbif.org/occurrences/164924272,http://data.gbif.org/ws/rest/occurrence/get?key=164924272
GBIF-Spain,Ministerio de Medio Ambiente y Medio Rural y Marino. Dirección General de Medio Natural y Política Forestal. Inventario Nacional de Biodiversidad 2007 Mamíferos,Público,,,,,,ARM,ARM-INB-2007-Mamiferos,33524,Observation,,2009-08-10 02:23:08.0,,,Lynx pardinus,_,Lynx pardinus,Animalia,Chordata,Mammalia,Carnívoros,Felidae,Lynx,ES,Spain,,,Europe,Granada,Southern Europe,Spain,37.27,-3.62,7071,45896,23,,,,,,,http://data.gbif.org/occurrences/164924237,http://data.gbif.org/ws/rest/occurrence/get?key=164924237
GBIF-Spain,Ministerio de Medio Ambiente y Medio Rural y Marino. Dirección General de Medio Natural y Política Forestal. Inventario Nacional de Biodiversidad 2007 Mamíferos,Público,,,,,,ARM,ARM-INB-2007-Mamiferos,33567,Observation,,2009-08-10 02:23:09.0,,,Lynx pardinus,_,Lynx pardinus,Animalia,Chordata,Mammalia,Carnívoros,Felidae,Lynx,ES,Spain,,,Europe,Jaén,Southern Europe,Spain,37.54,-3.85,7071,45896,51,,,,,,,http://data.gbif.org/occurrences/164924280,http://data.gbif.org/ws/rest/occurrence/get?key=164924280
Marine Science Institute UCSB,Paleobiology Database,,,,,,,PBDB,77773,724186,Fossil,,2009-05-29 22:14:07.0,,,Lynx pardinus,Kerr 1792,Lynx pardinus,Metazoa,Chordata,,Carnivora,Felidae,Lynx,Spain,Spain,Fonelas P-1,,Europe,Granada,Southern Europe,United States,37.42,-3.17,,45896,48,,,,,,,http://data.gbif.org/occurrences/146603469,http://data.gbif.org/ws/rest/occurrence/get?key=146603469
GBIF-Spain,Ministerio de Medio Ambiente y Medio Rural y Marino. Dirección General de Medio Natural y Política Forestal. Inventario Nacional de Biodiversidad 2007 Mamíferos,Público,,,,,,ARM,ARM-INB-2007-Mamiferos,33551,Observation,,2009-08-10 02:23:09.0,,,Lynx pardinus,_,Lynx pardinus,Animalia,Chordata,Mammalia,Carnívoros,Felidae,Lynx,ES,Spain,,,Europe,Jaén,Southern Europe,Spain,37.99,-2.94,7071,45897,90,,,,,,,http://data.gbif.org/occurrences/164924264,http://data.gbif.org/ws/rest/occurrence/get?key=164924264
GBIF-Spain,Ministerio de Medio Ambiente y Medio Rural y Marino. Dirección General de Medio Natural y Política Forestal. Inventario Nacional de Biodiversidad 2007 Mamíferos,Público,,,,,,ARM,ARM-INB-2007-Mamiferos,33411,Observation,,2009-08-10 02:23:07.0,,,Lynx pardinus,_,Lynx pardinus,Animalia,Chordata,Mammalia,Carnívoros,Felidae,Lynx,ES,Spain,,,Europe,Badajoz,Southern Europe,Spain,38.61,-7.22,7071,46252,67,,,,,,,http://data.gbif.org/occurrences/164924124,http://data.gbif.org/ws/rest/occurrence/get?key=164924124
GBIF-Spain,Ministerio de Medio Ambiente y Medio Rural y Marino. Dirección General de Medio Natural y Política Forestal. Inventario Nacional de Biodiversidad 2007 Mamíferos,Público,,,,,,ARM,ARM-INB-2007-Mamiferos,33537,Observation,,2009-08-10 02:23:09.0,,,Lynx pardinus,_,Lynx pardinus,Animalia,Chordata,Mammalia,Carnívoros,Felidae,Lynx,ES,Spain,,,Europe,Huelva,Southern Europe,Spain,38.07,-7.12,7071,46252,8,,,,,,,http://data.gbif.org/occurrences/164924250,http://data.gbif.org/ws/rest/occurrence/get?key=164924250
GBIF-Spain,Ministerio de Medio Ambiente y Medio Rural y Marino. Dirección General de Medio Natural y Política Forestal. Inventario Nacional de Biodiversidad 2007 Mamíferos,Público,,,,,,ARM,ARM-INB-2007-Mamiferos,33391,Observation,,2009-08-10 02:23:06.0,,,Lynx pardinus,_,Lynx pardinus,Animalia,Chordata,Mammalia,Carnívoros,Felidae,Lynx,ES,Spain,,,Europe,,Southern Europe,Spain,38.15,-6.89,7071,46253,11,,,,,,,http://data.gbif.org/occurrences/164924104,http://data.gbif.org/ws/rest/occurrence/get?key=164924104
GBIF-Spain,Ministerio de Medio Ambiente y Medio Rural y Marino. Dirección General de Medio Natural y Política Forestal. Inventario Nacional de Biodiversidad 2007 Mamíferos,Público,,,,,,ARM,ARM-INB-2007-Mamiferos,33535,Observation,,2009-08-10 02:23:09.0,,,Lynx pardinus,_,Lynx pardinus,Animalia,Chordata,Mammalia,Carnívoros,Felidae,Lynx,ES,Spain,,,Europe,Huelva,Southern Europe,Spain,38.06,-6.89,7071,46253,1,,,,,,,http://data.gbif.org/occurrences/164924248,http://data.gbif.org/ws/rest/occurrence/get?key=164924248
GBIF-Spain,Ministerio de Medio Ambiente y Medio Rural y Marino. Dirección General de Medio Natural y Política Forestal. Inventario Nacional de Biodiversidad 2007 Mamíferos,Público,,,,,,ARM,ARM-INB-2007-Mamiferos,33386,Observation,,2009-08-10 02:23:06.0,,,Lynx pardinus,_,Lynx pardinus,Animalia,Chordata,Mammalia,Carnívoros,Felidae,Lynx,ES,Spain,,,Europe,,Southern Europe,Spain,38.06,-6.66,7071,46253,3,,,,,,,http://data.gbif.org/occurrences/164924099,http://data.gbif.org/ws/rest/occurrence/get?key=164924099
GBIF-Spain,Ministerio de Medio Ambiente y Medio Rural y Marino. Dirección General de Medio Natural y Política Forestal. Inventario Nacional de Biodiversidad 2007 Mamíferos,Público,,,,,,ARM,ARM-INB-2007-Mamiferos,33368,Observation,,2009-08-10 02:23:06.0,,,Lynx pardinus,_,Lynx pardinus,Animalia,Chordata,Mammalia,Carnívoros,Felidae,Lynx,ES,Spain,,,Europe,,Southern Europe,Spain,38.06,-5.45,7071,46254,5,,,,,,,http://data.gbif.org/occurrences/164924081,http://data.gbif.org/ws/rest/occurrence/get?key=164924081
GBIF-Spain,Ministerio de Medio Ambiente y Medio Rural y Marino. Dirección General de Medio Natural y Política Forestal. Inventario Nacional de Biodiversidad 2007 Mamíferos,Público,,,,,,ARM,ARM-INB-2007-Mamiferos,33369,Observation,,2009-08-10 02:23:06.0,,,Lynx pardinus,_,Lynx pardinus,Animalia,Chordata,Mammalia,Carnívoros,Felidae,Lynx,ES,Spain,,,Europe,,Southern Europe,Spain,38.15,-5.57,7071,46254,14,,,,,,,http://data.gbif.org/occurrences/164924082,http://data.gbif.org/ws/rest/occurrence/get?key=164924082
GBIF-Spain,Ministerio de Medio Ambiente y Medio Rural y Marino. Dirección General de Medio Natural y Política Forestal. Inventario Nacional de Biodiversidad 2007 Mamíferos,Público,,,,,,ARM,ARM-INB-2007-Mamiferos,33356,Observation,,2009-08-10 02:23:06.0,,,Lynx pardinus,_,Lynx pardinus,Animalia,Chordata,Mammalia,Carnívoros,Felidae,Lynx,ES,Spain,,,Europe,,Southern Europe,Spain,38.69,-5.13,7071,46254,68,,,,,,,http://data.gbif.org/occurrences/164924069,http://data.gbif.org/ws/rest/occurrence/get?key=164924069
GBIF-Spain,Ministerio de Medio Ambiente y Medio Rural y Marino. Dirección General de Medio Natural y Política Forestal. Inventario Nacional de Biodiversidad 2007 Mamíferos,Público,,,,,,ARM,ARM-INB-2007-Mamiferos,33406,Observation,,2009-08-10 02:23:06.0,,,Lynx pardinus,_,Lynx pardinus,Animalia,Chordata,Mammalia,Carnívoros,Felidae,Lynx,ES,Spain,,,Europe,Badajoz,Southern Europe,Spain,38.78,-5.13,7071,46254,78,,,,,,,http://data.gbif.org/occurrences/164924119,http://data.gbif.org/ws/rest/occurrence/get?key=164924119
