y;x
-30.41367;152.30038
-30.27722;153.14041
32.8667;22.1667
42.3;-5
43;-6.24
38.17;-4.31
38.17;-4.08
42.13;-7.85
43.29;-5.28
41.5;-4.5
41.84;-6.29
-25.49857;132.96796
-24.94659;131.1983
-20.94859;130.41794
-16.27055;137.73317
-12.50159;131.00721
-14.20983;136.9335
-29.78696;152.10041
-30.91203;149.69455
30.41224;34.55063
47.35214;2.13895
45.06426;0.01361
46.86728;0.04551
47.24946;1.08272
48.28814;-4.49364
48.76856;5.51751
47.3538;3.59612
46.90427;2.5402
47.25851;4.25629
46.76655;-0.34242
48.53858;-1.26913
47.50945;0.54178
46.50737;5.93497
49.24465;3.06866
46.43223;0.72059
50.051;3.7672
45.04948;-0.4941
43.45733;0.59133
47.52983;-1.72097
46.05404;-0.04019
45.64408;3.32095
48.94537;5.66267
48.4348;2.66201
48.52339;-3.57559
45.45786;1.78442
49.18122;6.91018
43.81424;5.54805
46.7236;2.4108
48.96279;4.70722
48.76251;0.21054
45.82418;3.322
47.43535;1.47418
48.42972;1.85092
46.81094;2.0164
47.66599;6.3988
48.75229;6.19726
49.49295;5.27689
47.22716;5.97426
46.93852;-0.61621
48.15523;4.54661
49.68836;4.1773
49.13088;5.39804
43.12285;2.44745
44.70092;6.09344
46.21477;6.69829
46.34474;5.14568
46.26953;1.89627
48.33837;4.28205
49.96308;2.65188
43.84464;7.41636
45.46355;2.55213
46.08946;1.89988
45.27779;4.21165
47.21631;-0.37037
42.39996;1.96916
45.7769;6.28252
49.23903;4.16706
48.67263;5.78466
47.50354;0.27623
44.38259;2.43515
46.70479;0.84009
43.2932;1.46051
46.05744;5.91094
48.64231;6.86986
44.294;2.93734
47.76686;-0.00442
45.91158;2.16146
60.56589;11.66729
62.10076;10.72223
59.60058;10.92228
61.27322;10.83342
61.00027;11.59637
61.55413;9.46481
62.46241;11.24143
59.34648;10.85337
61.68779;12.19475
58.75452;8.35188
60.43596;11.26038
-11.07959;136.72238
57.08333;-124.25
63.98333;-148.51667
68.73333;-151.9
62.1053;-145.6705
63.2796;-141.6709
58.20278;-134.14583
63.78;-148.68667
56.66667;-132.83333
65.06667;-117.88333
65.1;-117
64.56667;-119.83333
-28.72852;153.10501
-36.69678;148.43424
-28.16442;153.49101
32.59245;35.5163
32.41859;35.42959
-35.64943;148.3315
-35.92307;150.14703
-32.58104;151.11555
-30.86973;142.34543
-32.37402;151.17147
-33.03843;151.16869
-31.81738;150.81131
-33.7463;149.55106
-29.80877;143.71435
-32.39961;152.27482
-29.16513;152.72394
-33.01423;151.70353
-33.21742;150.59869
-30.81855;152.13646
-34.46814;149.91296
-31.90993;151.44219
-32.65308;150.72689
-30.17988;152.57019
-32.11266;149.75609
-28.63058;153.58196
-32.05969;151.68222
-33.20628;145.06999
-12.41305;136.86215
-25.17004;132.13666
63.18333;-139.6
42.23;-3.06
41.95;-4.03
40.59;-5.19
42.23;-2.82
42.46;-5.98
42.93;-7.22
42.22;-4.39
41.03;-5.68
41.84;-5.47
-19.14859;130.35126
-25.5663;134.449
-13.312;132.7808
42.99899;0.2426
44.65107;3.81979
49.58986;1.13366
43.65767;4.17742
46.27072;3.9739
46.95021;-0.22218
45.27779;1.78835
46.31287;-0.44476
46.17136;1.25006
48.41687;-2.07154
49.31576;0.86848
47.32663;0.41768
48.21528;-4.21283
45.30668;-0.89347
45.10426;2.93643
48.14695;0.91566
43.11795;1.83357
47.29403;-0.77263
45.45115;4.72726
46.42956;5.40958
46.44827;4.23763
48.52476;3.33857
46.54188;3.84824
46.039;-0.55702
48.61193;3.88175
46.92548;-1.01007
44.82765;4.20194
46.74563;-0.99677
46.62685;1.62759
43.60671;-0.53016
47.46025;7.18305
43.2472;-0.50817
45.55448;3.06409
46.6839;-0.07544
44.65409;3.06306
45.64306;2.42229
49.69356;3.34629
46.23046;-0.17984
47.95009;5.88075
43.52457;6.27759
48.70357;3.61151
58.57193;7.55626
58.08825;6.9901
61.48826;12.23341
59.72515;11.61425
60.95954;11.3695
64.65284;13.11776
61.45052;10.39399
61.23081;11.03586
-25.08635;134.36823
-14.62764;129.89695
-34.28;142.08
-12.63042;136.2293
-24.16522;135.88458
-23.53189;134.90125
-14.58468;132.0172
50.183;19.833
52.7451;23.5814
52.94404;-66.90777
-32.84067;151.16786
-33.8271;150.73784
-34.79488;150.72268
-29.11413;152.28325
-32.14507;151.28024
-31.3766;152.59464
-36.09677;150.13394
-32.51084;150.08168
-30.38881;150.10794
-34.18727;151.03806
-23.94167;117.31667
-36.95452;149.92131
-29.98865;152.57914
64.02194;-147.67028
61.06667;-136.83333
30.86873;34.79118
30.8882;34.49618
33.06439;35.2888
30.99836;35.15185
30.61985;34.8131
-31.14683;152.21952
-35.36276;150.03506
-30.69627;151.82971
-35.83786;147.66009
-32.80768;151.89731
66.15;-152.93333
64.01667;-145.75
68.08333;-152.96667
56.56667;-133
64.09361;-147.07389
60.33333;-150.50056
65.16667;-147.5
54.76667;-130.78333
63.77778;-148.51861
63.95;-148.88333
64.52517;-143.453
56.93085;-133.87377
-17.7315;128.1512
-13.2586;136.0533
-32.69616;151.34761
-29.79199;152.39834
49.44554;20.57579
43.29;-4.79
43.01;-5.64
42.67;-3.79
