name;lon;lat
Teucrium hieronymi;-2,51;36,94
Teucrium hieronymi;-2,70;36,83
Teucrium hieronymi;-2,96;36,87
Teucrium hieronymi;-2,70;36,83
Teucrium hieronymi;-2,60;36,82
Teucrium hieronymi;-2,83;36,83
Teucrium hieronymi;-2,84;36,81
Teucrium hieronymi;-2,49;36,95
Teucrium hieronymi;-2,60;36,82
Teucrium hieronymi;-2,60;36,82
Teucrium hieronymi;-2,60;36,82
Teucrium hieronymi;-2,84;36,81
Teucrium hieronymi;-2,51;36,88
Teucrium hieronymi;-2,84;36,81
Teucrium hieronymi;-2,96;36,87
Teucrium intricatum;-2,61;36,84
Teucrium intricatum;-2,70;36,83
Teucrium intricatum;-2,70;36,83
Teucrium intricatum;-2,48;36,85
Teucrium intricatum;-2,66;36,88
Teucrium intricatum;-2,48;36,86
Teucrium intricatum;-2,70;36,83
Teucrium intricatum;-2,45;36,83
Teucrium intricatum;-2,49;36,83
Teucrium lanigerum;-1,73;37,36
Teucrium lanigerum;-1,86;37,08
Teucrium lanigerum;-1,85;37,17
Teucrium lanigerum;-1,90;37,00
Teucrium lanigerum;-1,96;37,36
Teucrium lanigerum;-2,47;37,39
Teucrium lanigerum;-1,86;37,09
Teucrium lanigerum;-1,89;37,05
Teucrium lanigerum;-1,86;37,10
Teucrium lanigerum;-2,07;37,12
Teucrium lanigerum;-1,86;37,07
Teucrium lusitanicum;-2,58;36,87
Teucrium lusitanicum;-2,60;36,89
Teucrium lusitanicum;-2,72;37,00
Teucrium lusitanicum;-1,76;37,38
Teucrium lusitanicum;-2,24;37,15
Teucrium lusitanicum;-2,51;37,13
Teucrium lusitanicum;-2,83;36,83
Teucrium lusitanicum;-2,29;37,35
Teucrium lusitanicum;-2,80;36,84
Teucrium lusitanicum;-2,67;36,88
Teucrium lusitanicum;-2,27;37,12
Teucrium lusitanicum;-2,85;36,98
Teucrium lusitanicum;-2,60;36,82
Teucrium lusitanicum;-2,20;37,36
Teucrium lusitanicum;-2,93;36,79
Teucrium lusitanicum;-2,81;36,86
Teucrium lusitanicum;-2,97;36,82
Teucrium lusitanicum;-2,70;36,86
Teucrium lusitanicum;-2,81;36,87
Teucrium lusitanicum;-2,74;36,97
Teucrium lusitanicum;-2,24;37,35
Teucrium lusitanicum;-2,94;36,93
Teucrium lusitanicum;-2,80;36,84
Teucrium lusitanicum;-2,60;36,82
Teucrium lusitanicum;-2,25;37,36
Teucrium lusitanicum;-2,60;36,89
Teucrium lusitanicum;-2,84;36,85
Teucrium lusitanicum;-2,70;36,83
Teucrium lusitanicum;-2,83;36,83
Teucrium lusitanicum;-2,80;36,84
Teucrium lusitanicum;-2,60;36,89
Teucrium lusitanicum;-2,60;36,95
Teucrium lusitanicum;-2,70;36,87
Teucrium lusitanicum;-2,70;36,83
Teucrium lusitanicum;-2,76;36,86
Teucrium lusitanicum;-2,71;36,87
Teucrium lusitanicum;-1,90;37,20
Teucrium lusitanicum;-1,82;37,26
Teucrium luteum;-2,09;37,50
Teucrium luteum;-2,16;37,33
Teucrium luteum;-1,89;37,32
Teucrium luteum;-1,85;37,33
Teucrium luteum;-2,06;37,41
Teucrium luteum;-2,09;37,50
Teucrium luteum;-1,91;37,11
Teucrium luteum;-2,07;37,39
Teucrium luteum;-2,29;37,35
Teucrium murcicum;-1,65;37,36
Teucrium murcicum;-2,16;37,42
Teucrium murcicum;-1,65;37,36
Teucrium murcicum;-2,29;37,35
Teucrium murcicum;-1,76;37,32
Teucrium murcicum;-2,09;37,39
Teucrium murcicum;-1,76;37,38
Teucrium murcicum;-1,76;37,32
Teucrium murcicum;-2,06;37,41
Teucrium murcicum;-1,99;37,31
Teucrium murcicum;-1,72;37,30
Teucrium murcicum;-1,97;36,98
Teucrium murcicum;-1,72;37,30
Teucrium rotundifolium;-2,50;37,27
Teucrium rotundifolium;-2,87;36,83
Teucrium rotundifolium;-2,69;36,92
Teucrium rotundifolium;-2,86;36,95
Teucrium rotundifolium;-2,73;36,88
Teucrium rotundifolium;-2,86;36,83
Teucrium rotundifolium;-2,51;36,87
Teucrium rotundifolium;-2,69;36,92
Teucrium rotundifolium;-2,60;36,95
Teucrium rotundifolium;-2,69;36,95
Teucrium rotundifolium;-2,69;36,95
Teucrium rotundifolium;-2,48;36,86
Teucrium rotundifolium;-2,84;36,81
Teucrium rotundifolium;-2,45;37,35
Teucrium rotundifolium;-2,48;36,85
Teucrium rotundifolium;-2,86;36,95
Teucrium rotundifolium;-2,48;36,86
Teucrium rotundifolium;-2,53;37,27
Teucrium rotundifolium;-2,60;36,95
Teucrium rotundifolium;-2,55;37,23
Teucrium rotundifolium;-2,62;36,96
Teucrium rotundifolium;-2,73;36,90
Teucrium rotundifolium;-2,67;37,00
Teucrium rotundifolium;-2,48;36,86
Teucrium rotundifolium;-2,50;37,32
Teucrium rotundifolium;-2,86;36,95
Teucrium rotundifolium;-2,83;36,86
Teucrium rotundifolium;-2,67;37,00
Teucrium rotundifolium;-1,90;36,99
Teucrium rotundifolium;-2,33;37,40
Teucrium rotundifolium;-2,60;36,88
Teucrium rotundifolium;-3,00;36,87
Teucrium rotundifolium;-2,86;36,83
Teucrium rotundifolium;-2,48;36,85
Teucrium rotundifolium;-2,05;37,08
Teucrium rotundifolium;-2,73;36,89
Teucrium rotundifolium;-2,48;36,85
Teucrium rotundifolium;-2,86;36,95
Teucrium rotundifolium;-2,69;36,92
Teucrium rotundifolium;-2,48;36,86
Teucrium rotundifolium;-2,73;36,90
Teucrium rotundifolium;-2,86;36,95
Teucrium rotundifolium;-2,71;36,87
Teucrium rotundifolium;-2,60;36,89
Teucrium rotundifolium;-2,72;37,00
Teucrium rotundifolium;-2,73;36,88
Teucrium rotundifolium;-2,70;36,86
Teucrium rotundifolium;-2,44;37,27
Teucrium rotundifolium;-2,70;36,86
Teucrium rotundifolium;-2,51;36,87
Teucrium similatum;-2,75;36,92
Teucrium similatum;-2,75;36,92
Teucrium similatum;-2,79;36,89
Teucrium similatum;-2,75;36,92
Teucrium similatum;-2,40;37,22
Teucrium similatum;-2,70;36,93
Teucrium similatum;-2,44;37,32
Teucrium similatum;-2,88;36,94
Teucrium similatum;-2,84;36,91
Teucrium similatum;-2,88;36,90
Teucrium similatum;-2,78;36,96
Teucrium similatum;-2,86;36,87
Teucrium similatum;-2,43;37,26
Teucrium similatum;-2,75;36,89
Teucrium similatum;-2,75;36,91
Teucrium similatum;-2,79;36,86
Teucrium similatum;-2,75;36,92
Teucrium similatum;-2,75;36,89
Teucrium similatum;-2,76;36,86
Thesium humile;-1,97;37,36
Thesium humile;-1,90;37,20
Thesium humile;-2,70;36,87
Thesium humile;-2,49;37,39
Thesium humile;-2,64;36,83
Thesium humile;-1,76;37,32
Thesium humile;-2,60;36,82
Thesium humile;-2,36;37,07
Thesium humile;-2,64;36,85
Thesium humile;-2,06;37,51
Thesium humile;-2,06;37,13
Thesium humile;-2,64;36,85
Thymus baeticus;-2,63;37,19
Thymus baeticus;-2,63;37,19
Thymus baeticus;-2,18;37,35
Thymus baeticus;-2,62;37,19
Thymus baeticus;-2,63;37,19
Thymus baeticus;-1,91;37,28
Thymus baeticus;-2,18;37,21
Thymus baeticus;-2,63;37,19
Thymus baeticus;-2,26;37,36
Thymus baeticus;-2,63;37,19
Thymus baeticus;-2,06;37,14
Thymus baeticus;-2,96;36,84
Thymus baeticus;-1,90;37,29
Thymus baeticus;-2,30;37,17
Thymus baeticus;-2,18;37,30
Thymus baeticus;-3,00;36,78
Thymus baeticus;-3,00;36,78
Thymus baeticus;-2,30;37,17
Thymus baeticus;-2,18;37,21
Thymus baeticus;-2,63;37,19
Thymus baeticus;-2,66;36,87
Thymus baeticus;-2,78;36,96
Thymus baeticus;-1,98;36,97
Thymus baeticus;-2,40;37,20
Thymus baeticus;-2,63;37,18
Thymus baeticus;-2,63;37,19
Thymus baeticus;-2,21;37,13
Thymus baeticus;-2,17;37,35
Thymus baeticus;-2,32;37,13
Thymus baeticus;-2,97;37,01
Thymus baeticus;-2,85;36,98
Thymus baeticus;-2,18;37,21
Thymus baeticus;-1,82;37,42
Thymus hyemalis;-2,42;37,03
Thymus hyemalis;-2,52;37,12
Thymus hyemalis;-2,29;37,35
Thymus hyemalis;-1,80;37,31
Thymus hyemalis;-2,00;37,43
Thymus hyemalis;-2,48;36,86
Thymus hyemalis;-2,17;37,35
Thymus hyemalis;-2,21;37,58
Thymus hyemalis;-1,80;37,31
Thymus hyemalis;-2,02;37,68
Thymus hyemalis;-2,93;36,79
Thymus hyemalis;-2,09;37,39
Thymus hyemalis;-1,97;37,18
Thymus hyemalis;-2,30;37,17
Thymus hyemalis;-1,89;37,29
Thymus hyemalis;-1,99;37,18
Thymus hyemalis;-2,76;37,17
Thymus hyemalis;-2,37;36,87
Thymus hyemalis;-2,02;37,68
Thymus hyemalis;-2,39;37,04
Thymus hyemalis;-2,20;36,73
Thymus hyemalis;-1,80;37,31
Thymus hyemalis;-2,07;37,35
Thymus hyemalis;-1,73;37,31
Thymus hyemalis;-2,68;37,16
Thymus hyemalis;-1,90;37,28
Thymus hyemalis;-1,87;37,22
Thymus hyemalis;-2,07;36,90
Thymus hyemalis;-2,87;36,81
Thymus hyemalis;-2,36;37,07
Thymus hyemalis;-2,55;36,96
Thymus hyemalis;-2,03;37,20
Thymus hyemalis;-2,04;37,14
Thymus hyemalis;-1,98;37,30
Thymus hyemalis;-2,00;37,43
Thymus hyemalis;-1,96;37,18
Thymus longiflorus;-2,32;37,59
Thymus longiflorus;-2,50;37,35
Thymus longiflorus;-2,26;37,58
Thymus longiflorus;-2,51;37,33
Thymus longiflorus;-1,97;37,36
Thymus longiflorus;-1,89;37,05
Thymus longiflorus;-3,00;36,87
Thymus longiflorus;-2,40;37,35
Thymus longiflorus;-2,11;37,07
Thymus longiflorus;-2,40;37,35
Thymus longiflorus;-2,33;36,95
Thymus membranaceus;-3,00;36,87
Thymus membranaceus;-2,09;37,58
Thymus membranaceus;-2,23;37,71
Thymus membranaceus;-2,89;36,87
Thymus membranaceus;-2,12;37,70
Thymus membranaceus;-2,78;36,88
Thymus membranaceus;-3,00;36,87
Thymus membranaceus;-2,02;37,68
Thymus membranaceus;-2,09;37,58
Thymus membranaceus;-2,09;37,58
Thymus membranaceus;-2,87;36,89
Thymus membranaceus;-2,17;37,70
Thymus membranaceus;-3,00;36,87
Thymus membranaceus;-2,13;37,69
Thymus serpylloides;-2,53;37,22
Thymus serpylloides;-2,40;37,22
Thymus serpylloides;-2,81;36,88
Thymus serpylloides;-2,32;37,59
Thymus serpylloides;-2,81;36,89
Thymus serpylloides;-3,00;36,87
Thymus serpylloides;-3,00;36,87
Thymus serpylloides;-2,40;37,21
Thymus serpylloides;-2,97;37,09
Thymus serpylloides;-2,52;37,24
Thymus serpylloides;-2,40;37,21
Thymus serpylloides;-2,61;37,25
Thymus serpylloides;-2,54;37,22
Thymus zygis;-2,52;37,37
Thymus zygis;-2,85;36,98
Thymus zygis;-2,94;36,93
Thymus zygis;-2,32;37,59
Thymus zygis;-2,26;37,36
Thymus zygis;-2,50;37,08
Thymus zygis;-2,39;36,86
Thymus zygis;-2,78;36,96
Thymus zygis;-2,02;37,68
Thymus zygis;-2,58;36,92
Thymus zygis;-2,85;36,98
Thymus zygis;-2,52;37,31
Thymus zygis;-2,21;36,95
Thymus zygis;-2,40;37,20
Thymus zygis;-1,87;37,22
Thymus zygis;-2,63;37,19
Thymus zygis;-2,66;36,90
Thymus zygis;-2,01;37,28
Thymus zygis;-2,44;37,05
Thymus zygis;-2,75;37,19
Torilis leptophylla;-1,74;37,38
Torilis leptophylla;-2,81;36,87
Torilis leptophylla;-1,74;37,38
Torilis leptophylla;-2,81;36,88
Torilis leptophylla;-2,80;36,84
Torilis leptophylla;-2,61;36,84
Torilis leptophylla;-2,64;36,85
Torilis leptophylla;-2,77;36,88
Torilis leptophylla;-2,83;36,85
Torilis leptophylla;-2,59;37,28
Torilis leptophylla;-2,51;37,38
Torilis leptophylla;-2,79;36,87
Torilis leptophylla;-2,07;37,52
Torilis leptophylla;-2,97;36,92
Torilis leptophylla;-2,77;36,86
Torilis leptophylla;-2,97;36,81
Torilis leptophylla;-2,81;36,87
Torilis leptophylla;-2,24;37,15
Torilis leptophylla;-1,80;37,31
Torilis leptophylla;-2,57;36,91
Torilis leptophylla;-2,61;36,84
Torilis leptophylla;-2,70;36,86
Trifolium scabrum;-2,45;36,83
Trifolium scabrum;-2,26;37,22
Trifolium scabrum;-2,01;37,21
Trifolium scabrum;-2,84;36,85
Trifolium scabrum;-2,40;37,20
Trifolium scabrum;-2,57;36,91
Trifolium scabrum;-2,83;36,83
Trifolium scabrum;-1,90;37,20
Trifolium scabrum;-2,83;36,83
Trifolium scabrum;-2,49;37,35
Trifolium scabrum;-2,03;37,20
Trifolium scabrum;-2,70;36,86
Trigonella monspeliaca;-2,60;36,82
Trigonella polyceratia;-2,30;37,08
Trigonella polyceratia;-1,84;37,22
Trigonella polyceratia;-2,04;37,48
Trigonella polyceratia;-2,81;36,87
Trigonella polyceratia;-2,81;36,88
Trigonella polyceratia;-2,04;37,48
Trigonella polyceratia;-2,51;37,38
Trigonella polyceratia;-2,55;37,05
Trigonella polyceratia;-1,90;37,20
Trigonella polyceratia;-2,85;37,21
Trigonella polyceratia;-1,90;37,20
Ulex parviflorus;-1,92;37,28
Ulex parviflorus;-2,24;37,22
Ulex parviflorus;-2,89;36,99
Ulex parviflorus;-2,10;37,09
Ulex parviflorus;-2,02;37,20
Ulex parviflorus;-2,96;36,84
Valantia hispida;-1,74;37,31
Valantia hispida;-2,96;36,84
Valantia hispida;-2,60;36,82
Valantia hispida;-1,76;37,32
Valantia hispida;-2,71;36,87
Valantia hispida;-2,88;36,81
Valantia hispida;-2,60;36,82
Valantia hispida;-2,60;36,82
Valantia hispida;-2,88;36,83
Valantia hispida;-1,90;37,20
Valantia hispida;-2,71;36,87
Valantia hispida;-2,57;36,91
Valantia hispida;-2,88;36,81
Valantia hispida;-2,64;36,85
Valantia hispida;-1,85;37,33
Valantia hispida;-2,96;36,84
Valantia hispida;-2,06;37,50
Valantia hispida;-1,97;37,36
Vicia altissima;-1,86;37,28
Vicia altissima;-1,93;37,10
Vicia altissima;-2,47;37,39
Vicia altissima;-1,93;37,28
Vicia altissima;-1,93;37,11
Vicia altissima;-1,93;37,10
Vicia altissima;-1,93;37,11
Vicia altissima;-1,93;37,10
Vicia altissima;-1,93;37,11
Vicia altissima;-1,93;37,10
Vicia altissima;-1,93;37,10
Vicia angustifolia;-1,89;37,07
Vicia angustifolia;-1,73;37,31
Vicia angustifolia;-1,93;37,11
Vicia angustifolia;-1,88;37,06
Vicia angustifolia;-1,73;37,31
Vicia angustifolia;-1,88;37,06
Vicia angustifolia;-1,80;37,31
Vicia angustifolia;-2,57;36,91
Vicia angustifolia;-1,70;37,32
Vicia angustifolia;-2,32;37,09
Vicia angustifolia;-2,44;37,37
Vicia angustifolia;-2,26;37,24
Vicia angustifolia;-2,60;37,40
Vicia angustifolia;-2,04;37,48
Vicia angustifolia;-1,93;37,11
Vicia articulata;-2,07;37,65
Vicia articulata;-1,87;37,49
Vicia articulata;-2,73;37,06
Vicia articulata;-2,28;37,23
Vicia articulata;-2,25;37,38
Vicia articulata;-1,87;37,49
Vicia articulata;-2,33;37,27
Vicia articulata;-2,37;37,28
Vicia articulata;-2,07;37,61
Vicia articulata;-1,97;37,55
Vicia articulata;-2,48;37,18
Vicia articulata;-1,87;37,49
Vicia articulata;-1,87;37,49
Vicia ervilia;-2,89;37,00
Vicia ervilia;-2,60;37,38
Vicia ervilia;-2,25;37,38
Vicia ervilia;-2,07;37,65
Vicia ervilia;-1,99;37,48
Vicia ervilia;-2,07;37,61
Vicia ervilia;-2,03;37,63
Vicia ervilia;-2,22;37,52
Vicia ervilia;-2,26;37,51
Vicia ervilia;-2,29;37,48
Vicia ervilia;-1,97;37,55
Vicia faba;-2,07;37,65
Vicia faba;-2,33;37,39
Vicia faba;-2,25;37,22
Vicia faba;-2,28;37,23
Vicia faba;-2,89;37,00
Vicia faba;-1,96;37,25
Vicia faba;-2,77;37,00
Vicia faba;-1,99;37,39
Vicia faba;-2,39;37,05
Vicia faba;-2,18;37,43
Vicia faba;-2,10;37,17
Vicia faba;-2,89;37,00
Vicia faba;-2,39;37,05
Vicia faba;-2,95;37,02
Vicia faba;-2,35;37,42
Vicia faba;-2,10;37,17
Vicia faba;-2,73;37,06
Vicia faba;-2,78;37,14
Vicia faba;-2,28;37,23
Vicia faba;-2,33;37,27
Vicia faba;-2,33;37,39
Vicia faba;-2,10;37,17
Vicia faba;-1,87;37,25
Vicia faba;-2,77;37,00
Vicia faba;-2,36;37,29
Vicia faba;-2,66;36,99
Vicia faba;-2,89;37,00
Vicia faba;-2,95;37,02
Vicia faba;-2,56;37,42
Vicia faba;-2,33;37,57
Vicia faba;-2,86;36,98
Vicia lutea;-1,73;37,31
Vicia lutea;-2,36;37,09
Vicia lutea;-1,86;37,09
Vicia lutea;-2,48;37,18
Vicia lutea;-1,89;37,06
Vicia lutea;-2,33;37,20
Vicia lutea;-2,21;37,18
Vicia lutea;-2,76;37,10
Vicia lutea;-1,80;37,31
Vicia lutea;-2,88;37,01
Vicia lutea;-2,49;37,39
Vicia lutea;-2,25;37,27
Vicia lutea;-2,57;36,91
Vicia lutea;-2,50;37,14
Vicia lutea;-2,49;37,17
Vicia lutea;-2,35;37,08
Vicia pseudocracca;-2,41;37,12
Vicia pseudocracca;-1,74;37,31
Vicia pseudocracca;-1,89;37,05
Vicia pseudocracca;-2,24;37,15
Vicia pseudocracca;-2,44;37,18
Vicia pseudocracca;-2,77;37,17
Vicia pseudocracca;-1,86;37,05
Vicia pseudocracca;-1,89;37,05
Vicia pseudocracca;-2,09;37,50
Vicia pseudocracca;-2,88;37,01
Vicia pseudocracca;-2,76;37,10
Vicia pseudocracca;-1,93;37,11
Vicia pseudocracca;-2,04;37,48
Vicia pseudocracca;-2,19;36,73
Vicia pseudocracca;-1,88;37,03
Vicia pseudocracca;-2,41;37,06
Vicia pseudocracca;-2,41;37,12
Vicia pseudocracca;-1,87;37,06
Vicia pseudocracca;-1,80;37,31
Vicia pseudocracca;-2,07;37,52
Vicia sativa;-2,25;37,27
Vicia sativa;-2,40;37,28
Vicia sativa;-1,91;37,10
Vicia sativa;-2,22;37,17
Vicia sativa;-2,95;37,02
Vicia sativa;-2,08;37,09
Vicia sativa;-2,22;37,17
Vicia sativa;-2,76;37,10
Vicia sativa;-2,88;37,01
Vicia sativa;-2,39;37,05
Vicia sativa;-2,28;37,27
Vicia sativa;-2,18;36,97
Vicia sativa;-1,80;37,31
Vicia sativa;-2,89;37,00
Vicia sativa;-2,73;37,06
Vicia sativa;-2,37;37,28
Vicia sativa;-1,97;37,55
Vicia sativa;-2,54;37,35
Vicia sativa;-2,40;37,28
Vicia sativa;-2,58;37,38
Wahlenbergia lobelioides;-2,70;36,69
Wahlenbergia lobelioides;-2,70;36,69
Wahlenbergia lobelioides;-2,70;36,69
Wahlenbergia lobelioides;-1,80;37,31
Wahlenbergia lobelioides;-2,70;36,69
Wahlenbergia lobelioides;-2,70;36,69
Wahlenbergia lobelioides;-2,67;36,70
Wahlenbergia lobelioides;-2,70;36,69
Wahlenbergia lobelioides;-2,67;36,70
Wahlenbergia lobelioides;-2,67;36,70
Wahlenbergia lobelioides;-2,67;36,70
Wahlenbergia lobelioides;-2,70;36,69
Wahlenbergia lobelioides;-2,70;36,69
Wahlenbergia lobelioides;-2,70;36,69
Wahlenbergia lobelioides;-2,67;36,70
Wahlenbergia lobelioides;-1,80;37,32
Wahlenbergia lobelioides;-2,67;36,70
Wahlenbergia lobelioides;-2,67;36,70
Wahlenbergia lobelioides;-1,80;37,32
Wahlenbergia lobelioides;-2,67;36,70
Zea mays;-2,35;37,25
Zea mays;-2,28;37,23
Zea mays;-2,22;37,52
Zea mays;-2,89;37,00
Zea mays;-1,99;37,39
Zea mays;-2,89;37,00
Zea mays;-1,89;37,15
Zea mays;-1,96;37,25
Zea mays;-2,73;37,06
Zea mays;-2,66;36,99
Zea mays;-2,39;37,05
Zea mays;-2,25;37,10
Zea mays;-2,30;37,35
Zea mays;-2,73;37,06
Zea mays;-2,22;37,52
Zea mays;-2,07;37,65
Zea mays;-2,25;37,22
Zea mays;-2,35;37,25
Zea mays;-2,36;37,29
Zea mays;-2,35;37,25
Zea mays;-2,33;37,57
Zea mays;-2,26;37,51
Zea mays;-2,33;37,57
Zea mays;-2,32;37,25
Zea mays;-2,37;37,28
Zea mays;-1,94;37,39
