name;lon;lat
Adiantum capillus;-2,02;36,90
Adiantum capillus;-2,47;36,86
Adiantum capillus;-2,67;37,00
Adiantum capillus;-2,07;37,39
Adiantum capillus;-2,66;36,87
Adiantum capillus;-2,49;36,86
Adiantum capillus;-1,85;37,34
Adiantum capillus;-2,40;36,95
Adiantum capillus;-2,40;36,95
Adiantum capillus;-2,82;36,97
Adiantum capillus;-2,87;36,83
Adonis microcarpa;-2,09;37,09
Adonis microcarpa;-1,80;37,31
Adonis microcarpa;-2,39;37,04
Adonis microcarpa;-1,90;37,20
Adonis microcarpa;-2,45;36,83
Adonis microcarpa;-2,33;37,04
Adonis microcarpa;-2,66;36,78
Adonis microcarpa;-2,31;37,08
Adonis microcarpa;-2,21;36,95
Adonis microcarpa;-2,44;36,86
Allium roseum;-2,88;36,97
Allium roseum;-2,57;36,91
Allium roseum;-1,93;36,97
Allium roseum;-2,70;36,86
Allium roseum;-2,00;37,00
Allium roseum;-2,71;36,87
Allium roseum;-2,02;37,11
Allium roseum;-2,70;36,86
Allium roseum;-2,10;36,86
Allium roseum;-1,94;37,01
Allium roseum;-1,93;36,97
Alyssum montanum;-2,84;36,91
Alyssum montanum;-2,51;37,26
Alyssum montanum;-2,41;37,26
Alyssum montanum;-2,48;37,28
Alyssum montanum;-2,80;36,90
Alyssum montanum;-2,86;36,94
Alyssum montanum;-2,81;36,88
Alyssum montanum;-2,84;36,91
Alyssum montanum;-2,84;36,91
Alyssum montanum;-2,88;36,90
Alyssum simplex;-2,40;36,99
Alyssum simplex;-2,10;37,09
Alyssum simplex;-2,85;36,81
Alyssum simplex;-2,92;36,98
Alyssum simplex;-2,80;36,90
Alyssum simplex;-2,89;36,84
Alyssum simplex;-2,79;36,88
Alyssum simplex;-2,01;37,21
Alyssum simplex;-2,40;37,10
Alyssum simplex;-1,80;37,31
Alyssum simplex;-2,79;36,85
Alyssum simplex;-2,42;37,38
Alyssum simplex;-2,89;36,84
Anthyllis cytisoides;-2,53;37,13
Anthyllis cytisoides;-2,58;37,32
Anthyllis cytisoides;-1,75;37,30
Anthyllis cytisoides;-2,07;37,41
Anthyllis cytisoides;-2,61;36,77
Anthyllis cytisoides;-2,76;37,06
Anthyllis cytisoides;-2,71;36,86
Anthyllis cytisoides;-1,97;37,36
Anthyllis cytisoides;-2,45;36,83
Anthyllis cytisoides;-1,97;36,98
Anthyllis cytisoides;-2,52;37,37
Anthyllis cytisoides;-2,40;37,35
Anthyllis cytisoides;-1,96;37,16
Anthyllis cytisoides;-2,44;37,35
Anthyllis cytisoides;-1,86;37,06
Anthyllis cytisoides;-2,08;36,92
Anthyllis cytisoides;-1,94;37,03
Anthyllis cytisoides;-2,40;37,35
Anthyllis cytisoides;-2,40;36,99
Anthyllis terniflora;-2,58;37,38
Anthyllis terniflora;-1,98;37,17
Anthyllis terniflora;-2,41;36,83
Anthyllis terniflora;-2,46;37,02
Anthyllis terniflora;-2,46;37,02
Anthyllis terniflora;-2,41;36,83
Anthyllis terniflora;-2,07;37,41
Anthyllis terniflora;-1,99;37,22
Anthyllis terniflora;-2,41;36,83
Anthyllis terniflora;-2,76;36,99
Anthyllis terniflora;-2,67;36,99
Anthyllis terniflora;-2,36;37,07
Anthyllis terniflora;-2,45;36,83
Anthyllis terniflora;-2,07;37,41
Anthyllis terniflora;-2,40;37,35
Anthyllis terniflora;-2,07;37,41
Anthyllis terniflora;-2,46;37,02
Anthyllis terniflora;-2,40;37,35
Anthyllis terniflora;-2,41;36,83
Anthyllis terniflora;-2,00;37,30
Anthyllis terniflora;-2,41;36,83
Anthyllis terniflora;-2,22;37,36
Anthyllis terniflora;-2,46;37,02
Anthyllis terniflora;-1,91;37,44
Anthyllis terniflora;-2,36;37,07
Anthyllis terniflora;-2,46;37,02
Anthyllis terniflora;-2,49;36,95
Anthyllis vulneraria;-2,86;36,87
Anthyllis vulneraria;-2,67;36,88
Anthyllis vulneraria;-2,90;36,94
Anthyllis vulneraria;-2,33;37,21
Anthyllis vulneraria;-2,06;37,51
Anthyllis vulneraria;-2,27;37,03
Anthyllis vulneraria;-2,61;37,26
Anthyllis vulneraria;-2,88;36,93
Anthyllis vulneraria;-2,84;36,91
Anthyllis vulneraria;-2,00;37,10
Anthyllis vulneraria;-2,10;37,30
Anthyllis vulneraria;-2,71;36,86
Anthyllis vulneraria;-2,77;36,86
Anthyllis vulneraria;-2,27;37,02
Anthyllis vulneraria;-2,41;37,26
Anthyllis vulneraria;-1,98;37,20
Anthyllis vulneraria;-2,83;36,85
Anthyllis vulneraria;-2,09;37,50
Anthyllis vulneraria;-2,06;37,51
Anthyllis vulneraria;-2,84;36,91
Anthyllis vulneraria;-2,70;36,94
Antirrhinum hispanicum;-2,67;36,88
Antirrhinum hispanicum;-2,48;36,85
Antirrhinum hispanicum;-2,67;37,00
Antirrhinum hispanicum;-2,60;36,88
Antirrhinum hispanicum;-2,60;36,88
Antirrhinum hispanicum;-2,47;36,85
Antirrhinum hispanicum;-2,64;36,85
Antirrhinum hispanicum;-2,78;36,84
Antirrhinum hispanicum;-2,97;36,81
Antirrhinum hispanicum;-2,81;36,84
Antirrhinum hispanicum;-2,86;36,83
Antirrhinum hispanicum;-2,94;36,89
Antirrhinum hispanicum;-2,87;36,83
Antirrhinum hispanicum;-2,73;36,88
Antirrhinum hispanicum;-2,47;36,84
Antirrhinum hispanicum;-2,74;36,97
Antirrhinum hispanicum;-2,97;36,81
Antirrhinum hispanicum;-2,67;37,00
Antirrhinum hispanicum;-2,55;36,86
Antirrhinum hispanicum;-2,96;36,84
Arenaria armerina;-2,78;36,87
Arenaria armerina;-2,16;37,68
Arenaria armerina;-2,88;36,92
Arenaria armerina;-2,54;37,22
Arenaria armerina;-2,81;36,88
Arenaria armerina;-2,79;36,89
Arenaria armerina;-2,79;36,88
Arenaria armerina;-2,22;37,68
Arenaria armerina;-2,79;36,88
Arenaria armerina;-2,94;37,05
Arenaria armerina;-2,84;36,91
Arenaria armerina;-2,75;36,86
Arenaria armerina;-2,51;37,26
Arenaria armerina;-2,94;37,05
Arenaria grandiflora;-2,77;36,88
Arenaria grandiflora;-2,50;37,27
Arenaria grandiflora;-2,76;36,86
Arenaria grandiflora;-2,77;36,88
Arenaria grandiflora;-2,79;36,89
Arenaria grandiflora;-2,84;36,88
Arenaria grandiflora;-2,79;36,89
Arenaria grandiflora;-2,77;36,88
Arenaria grandiflora;-2,75;36,91
Arenaria grandiflora;-2,76;36,86
Arenaria grandiflora;-2,80;36,90
Arenaria grandiflora;-2,41;37,26
Arenaria grandiflora;-2,79;36,88
Arenaria grandiflora;-2,84;36,88
Arenaria montana;-2,69;36,92
Arenaria montana;-2,69;36,92
Arenaria montana;-2,64;36,85
Arenaria montana;-2,64;36,85
Arenaria montana;-2,08;36,79
Arenaria montana;-2,69;36,92
Arenaria montana;-1,84;37,22
Arenaria montana;-2,57;36,91
Arenaria montana;-2,70;36,87
Arenaria montana;-2,09;37,50
Asperula aristata;-2,55;37,37
Asperula aristata;-2,45;36,83
Asperula aristata;-2,81;36,84
Asperula aristata;-2,84;36,91
Asperula aristata;-2,81;36,84
Asperula aristata;-2,52;37,24
Asperula aristata;-2,71;36,87
Asperula aristata;-2,84;36,91
Asperula aristata;-2,23;37,75
Asperula aristata;-2,73;36,89
Asperula aristata;-1,97;36,98
Asperula aristata;-2,60;36,89
Asperula aristata;-2,48;36,86
Asperula aristata;-2,44;37,32
Asperula aristata;-2,45;36,83
Asperula aristata;-2,81;36,84
Asperula aristata;-2,60;36,89
Asphodelus tenuifolius;-2,45;36,83
Asphodelus tenuifolius;-2,69;36,82
Asphodelus tenuifolius;-1,74;37,31
Asphodelus tenuifolius;-1,88;37,04
Asphodelus tenuifolius;-1,97;37,36
Asphodelus tenuifolius;-2,49;36,83
Asphodelus tenuifolius;-1,94;37,01
Asphodelus tenuifolius;-2,60;36,82
Asphodelus tenuifolius;-2,09;37,50
Asphodelus tenuifolius;-2,45;36,83
Asphodelus tenuifolius;-2,64;36,84
Asphodelus tenuifolius;-1,88;37,04
Asphodelus tenuifolius;-2,49;36,83
Asphodelus tenuifolius;-2,60;36,82
Asphodelus tenuifolius;-2,37;36,85
Astragalus incanus;-2,78;36,96
Astragalus incanus;-2,67;37,21
Astragalus incanus;-2,32;37,36
Astragalus incanus;-1,90;37,20
Astragalus incanus;-2,65;36,90
Astragalus incanus;-2,81;36,87
Astragalus incanus;-2,68;36,96
Astragalus incanus;-2,76;36,88
Astragalus incanus;-2,76;36,86
Astragalus incanus;-1,74;37,31
Astragalus incanus;-2,60;37,20
Astragalus incanus;-2,38;37,36
Astragalus incanus;-1,99;37,04
Astragalus incanus;-2,84;36,91
Astragalus incanus;-1,74;37,31
Astragalus incanus;-2,65;36,90
Astragalus incanus;-2,61;37,25
Astragalus incanus;-2,83;36,85
Biscutella sempervirens;-2,80;36,84
Biscutella sempervirens;-2,70;36,86
Biscutella sempervirens;-2,02;37,20
Biscutella sempervirens;-2,73;36,89
Biscutella sempervirens;-2,84;36,91
Biscutella sempervirens;-2,86;36,95
Biscutella sempervirens;-2,79;36,87
Biscutella sempervirens;-2,13;36,75
Biscutella sempervirens;-2,27;37,02
Biscutella sempervirens;-2,57;36,91
Biscutella sempervirens;-2,60;36,89
Biscutella sempervirens;-2,38;37,32
Biscutella sempervirens;-2,71;36,87
Biscutella sempervirens;-2,81;36,84
Biscutella sempervirens;-2,92;36,94
Biscutella valentina;-2,06;37,51
Biscutella valentina;-2,76;36,86
Biscutella valentina;-2,97;36,81
Biscutella valentina;-2,09;37,50
Biscutella valentina;-2,01;37,21
Biscutella valentina;-1,89;37,05
Biscutella valentina;-2,89;36,94
Biscutella valentina;-2,77;36,86
Biscutella valentina;-2,07;37,52
Biscutella valentina;-2,07;37,52
Biscutella valentina;-2,49;37,39
Biscutella valentina;-2,83;36,80
Biscutella valentina;-1,96;37,18
Biscutella valentina;-2,70;36,86
Brassica tournefortii;-2,20;36,97
Brassica tournefortii;-1,82;37,20
Brassica tournefortii;-2,74;36,69
Brassica tournefortii;-2,10;37,09
Brassica tournefortii;-2,00;37,18
Brassica tournefortii;-1,68;37,35
Brassica tournefortii;-1,98;36,97
Brassica tournefortii;-2,39;37,05
Brassica tournefortii;-2,04;37,48
Brassica tournefortii;-1,84;37,22
Brassica tournefortii;-1,86;37,23
Bromus rubens;-2,04;37,48
Bromus rubens;-2,32;37,13
Bromus rubens;-2,66;36,89
Bromus rubens;-2,49;36,83
Bromus rubens;-2,40;37,10
Bromus rubens;-1,80;37,31
Bromus rubens;-2,83;36,85
Bromus rubens;-1,80;37,31
Bromus rubens;-2,51;37,38
Bromus rubens;-2,60;36,82
Bromus rubens;-2,97;36,81
Bromus rubens;-2,49;37,39
Bromus rubens;-2,28;37,09
Bromus rubens;-2,49;36,83
Bromus rubens;-2,07;37,52
Bromus rubens;-2,07;37,51
Bupleurum semicompositum;-2,31;37,33
Bupleurum semicompositum;-2,96;36,87
Bupleurum semicompositum;-2,53;36,92
Bupleurum semicompositum;-2,45;36,83
Bupleurum semicompositum;-2,85;36,81
Bupleurum semicompositum;-2,59;37,39
Bupleurum semicompositum;-2,35;37,09
Bupleurum semicompositum;-1,86;37,09
Bupleurum semicompositum;-2,99;36,90
Bupleurum semicompositum;-2,24;37,15
Bupleurum semicompositum;-2,54;37,37
Bupleurum semicompositum;-2,71;36,69
Bupleurum semicompositum;-2,08;37,11
Calendula arvensis;-1,80;37,31
Calendula arvensis;-1,82;37,42
Calendula arvensis;-2,88;36,81
Calendula arvensis;-2,87;36,83
Calendula arvensis;-2,88;36,81
Calendula arvensis;-2,60;36,82
Calendula arvensis;-2,70;36,70
Calendula arvensis;-2,87;36,83
Calendula arvensis;-2,47;36,86
Calendula arvensis;-2,96;36,84
Calendula arvensis;-1,86;37,18
Calendula arvensis;-2,57;36,91
Calendula arvensis;-1,80;37,31
Calendula arvensis;-1,74;37,40
Calendula arvensis;-1,98;37,28
Calendula arvensis;-1,97;37,36
Calendula arvensis;-1,74;37,31
Calendula tripterocarpa;-1,86;37,18
Calendula tripterocarpa;-1,80;37,31
Calendula tripterocarpa;-2,04;37,48
Calendula tripterocarpa;-2,36;37,07
Calendula tripterocarpa;-1,74;37,34
Calendula tripterocarpa;-2,37;36,87
Calendula tripterocarpa;-1,74;37,40
Calendula tripterocarpa;-1,74;37,34
Calendula tripterocarpa;-2,45;36,83
Calendula tripterocarpa;-2,36;37,07
Calendula tripterocarpa;-1,76;37,32
Calendula tripterocarpa;-2,62;37,32
Calendula tripterocarpa;-1,86;37,18
Calendula tripterocarpa;-2,60;37,00
Campanula erinus;-1,90;37,20
Campanula erinus;-1,74;37,31
Campanula erinus;-2,37;36,87
Campanula erinus;-2,88;36,81
Campanula erinus;-2,74;36,70
Campanula erinus;-2,60;36,82
Campanula erinus;-2,42;37,13
Campanula erinus;-2,64;36,85
Campanula erinus;-1,74;37,31
Campanula erinus;-2,85;37,21
Campanula erinus;-1,74;37,31
Campanula erinus;-2,60;36,95
Centaurea gadorensis;-2,81;36,87
Centaurea gadorensis;-2,88;36,97
Centaurea gadorensis;-2,90;36,92
Centaurea gadorensis;-2,86;36,87
Centaurea gadorensis;-2,86;36,87
Centaurea gadorensis;-2,81;36,87
Centaurea gadorensis;-2,78;36,87
Centaurea gadorensis;-2,78;36,87
Centaurea gadorensis;-2,90;36,92
Centaurea gadorensis;-2,77;36,86
Centaurea gadorensis;-2,88;36,97
Centaurea gadorensis;-2,90;36,94
Centaurea sphaerocephala;-1,97;36,98
Centaurea sphaerocephala;-1,81;37,36
Centaurea sphaerocephala;-1,99;37,31
Centaurea sphaerocephala;-2,40;36,90
Centaurea sphaerocephala;-2,47;37,35
Centaurea sphaerocephala;-2,12;37,37
Centaurea sphaerocephala;-2,49;37,35
Centaurea sphaerocephala;-2,44;37,35
Centaurea sphaerocephala;-1,94;37,15
Centaurea sphaerocephala;-2,06;37,51
Chaenorrhinum origanifolium;-2,41;37,26
Chaenorrhinum origanifolium;-2,73;36,88
Chaenorrhinum origanifolium;-2,41;37,26
Chaenorrhinum origanifolium;-2,73;36,89
Chaenorrhinum origanifolium;-2,45;37,35
Chaenorrhinum origanifolium;-2,44;37,32
Chaenorrhinum origanifolium;-2,73;36,89
Chaenorrhinum origanifolium;-2,88;36,90
Chaenorrhinum origanifolium;-2,67;37,00
Chaenorrhinum origanifolium;-2,50;37,27
Chaenorrhinum origanifolium;-2,83;36,86
Chaenorrhinum origanifolium;-2,81;36,87
Chaenorrhinum origanifolium;-2,66;36,87
Cicer arietinum;-2,89;37,00
Cicer arietinum;-2,73;37,06
Cicer arietinum;-2,36;37,29
Cicer arietinum;-2,30;37,18
Cicer arietinum;-1,97;37,55
Cicer arietinum;-2,28;37,23
Cicer arietinum;-2,28;37,23
Cicer arietinum;-1,98;37,35
Cicer arietinum;-2,28;37,23
Cicer arietinum;-2,59;37,40
Cicer arietinum;-2,25;37,22
Cicer arietinum;-2,73;37,06
Cicer arietinum;-2,07;37,61
Cicer arietinum;-2,33;37,57
Cicer arietinum;-2,29;37,18
Cistanche phelypaea;-2,75;37,01
Cistanche phelypaea;-2,75;37,01
Cistanche phelypaea;-2,40;36,83
Cistanche phelypaea;-2,36;37,07
Cistanche phelypaea;-1,97;37,36
Cistanche phelypaea;-2,40;37,00
Cistanche phelypaea;-2,08;37,11
Cistanche phelypaea;-2,75;37,01
Cistanche phelypaea;-2,45;36,83
Cistanche phelypaea;-2,75;37,01
Cistanche phelypaea;-2,75;37,01
Cistanche phelypaea;-2,40;37,00
Cistus clusii;-1,74;37,34
Cistus clusii;-2,46;36,91
Cistus clusii;-2,06;37,41
Cistus clusii;-1,73;37,36
Cistus clusii;-2,96;36,84
Cistus clusii;-1,68;37,40
Cistus clusii;-2,83;36,83
Cistus clusii;-1,92;37,52
Cistus clusii;-1,76;37,32
Cistus clusii;-2,09;37,50
Cistus clusii;-1,98;37,30
Cistus clusii;-2,40;36,99
Clypeola johnthlaspi;-1,71;37,38
Clypeola johnthlaspi;-1,78;37,36
Clypeola johnthlaspi;-2,10;37,09
Clypeola johnthlaspi;-2,04;37,03
Clypeola johnthlaspi;-1,75;37,30
Clypeola johnthlaspi;-2,55;37,05
Clypeola johnthlaspi;-2,64;36,85
Clypeola johnthlaspi;-1,74;37,31
Clypeola johnthlaspi;-2,77;36,86
Clypeola johnthlaspi;-1,94;37,11
Clypeola johnthlaspi;-2,06;37,51
Clypeola johnthlaspi;-2,49;37,41
Clypeola johnthlaspi;-2,07;37,52
Clypeola johnthlaspi;-1,74;37,31
Clypeola johnthlaspi;-2,88;36,81
Clypeola johnthlaspi;-2,07;37,52
Coris hispanica;-2,36;37,07
Coris hispanica;-2,21;37,04
Coris hispanica;-2,09;37,11
Coris hispanica;-1,99;37,31
Coris hispanica;-2,09;37,50
Coris hispanica;-2,42;37,00
Coris hispanica;-2,61;36,88
Coris hispanica;-2,60;37,04
Coris hispanica;-2,18;36,87
Coris hispanica;-2,63;37,04
Coris hispanica;-2,09;37,50
Coris hispanica;-2,10;37,04
Coris hispanica;-2,36;37,41
Coris hispanica;-2,33;37,04
Coris monspeliensis;-2,19;37,88
Coris monspeliensis;-2,90;36,81
Coris monspeliensis;-2,10;36,95
Coris monspeliensis;-2,06;37,14
Coris monspeliensis;-2,62;36,87
Coris monspeliensis;-1,98;36,97
Coris monspeliensis;-1,93;36,97
Coris monspeliensis;-1,73;37,36
Coris monspeliensis;-1,94;37,15
Coris monspeliensis;-1,98;36,97
Coris monspeliensis;-2,49;36,85
Coris monspeliensis;-1,93;36,97
Coris monspeliensis;-2,08;37,09
Coris monspeliensis;-1,86;37,17
Coris monspeliensis;-2,07;37,39
Coris monspeliensis;-2,66;36,78
Coris monspeliensis;-1,86;37,14
Coris monspeliensis;-2,10;36,98
Coris monspeliensis;-1,94;37,01
Coris monspeliensis;-1,93;37,11
Coris monspeliensis;-2,12;37,29
Coris monspeliensis;-2,08;37,08
Coris monspeliensis;-2,69;36,98
Coris monspeliensis;-1,99;37,31
Coris monspeliensis;-2,06;37,13
Coris monspeliensis;-1,98;36,97
Coris monspeliensis;-1,92;37,52
Coris monspeliensis;-2,55;37,23
Coris monspeliensis;-2,10;36,95
Coris monspeliensis;-2,08;37,08
Coronilla juncea;-2,51;37,31
Coronilla juncea;-1,74;37,31
Coronilla juncea;-2,80;36,84
Coronilla juncea;-1,80;37,31
Coronilla juncea;-2,62;36,85
Coronilla juncea;-2,70;36,86
Coronilla juncea;-2,88;36,81
Coronilla juncea;-2,17;37,35
Coronilla juncea;-2,80;36,84
Coronilla juncea;-2,70;36,83
Coronilla juncea;-2,60;36,82
Coronilla juncea;-2,07;37,08
Coronilla juncea;-1,94;37,01
Coronilla juncea;-2,49;36,83
Coronilla juncea;-1,67;37,36
Coronilla juncea;-2,17;37,35
Coronilla scorpioides;-1,75;37,30
Coronilla scorpioides;-2,71;36,87
Coronilla scorpioides;-2,74;36,88
Coronilla scorpioides;-1,86;37,23
Coronilla scorpioides;-2,79;36,85
Coronilla scorpioides;-2,08;37,09
Coronilla scorpioides;-2,92;36,98
Coronilla scorpioides;-1,97;37,28
Coronilla scorpioides;-1,74;37,34
Coronilla scorpioides;-1,74;37,31
Coronilla scorpioides;-2,57;36,91
Coronilla scorpioides;-2,64;36,85
Cosentinia vellea;-2,67;36,99
Cosentinia vellea;-1,90;37,27
Cosentinia vellea;-1,98;37,17
Cosentinia vellea;-2,40;36,95
Cosentinia vellea;-1,74;37,31
Cosentinia vellea;-2,02;36,90
Cosentinia vellea;-2,02;37,20
Cosentinia vellea;-2,01;37,18
Cosentinia vellea;-2,16;37,63
Cosentinia vellea;-2,01;37,21
Cosentinia vellea;-2,70;37,15
Cosentinia vellea;-2,40;36,98
Cosentinia vellea;-2,96;36,84
Cosentinia vellea;-2,67;36,98
Crepis albida;-2,81;36,87
Crepis albida;-2,79;36,85
Crepis albida;-2,75;36,92
Crepis albida;-2,89;36,94
Crepis albida;-2,78;36,87
Crepis albida;-2,81;36,87
Crepis albida;-2,55;37,23
Crepis albida;-2,84;36,91
Crepis albida;-2,75;36,86
Crepis albida;-2,77;36,88
Crepis albida;-2,69;36,93
Crepis albida;-2,69;36,93
Crepis albida;-2,76;36,86
Crepis albida;-2,69;36,93
Crepis albida;-2,78;36,88
Crepis albida;-2,87;36,90
Crucianella angustifolia;-2,03;37,20
Crucianella angustifolia;-2,51;37,38
Crucianella angustifolia;-2,60;36,82
Crucianella angustifolia;-2,56;37,10
Crucianella angustifolia;-2,71;36,87
Crucianella angustifolia;-1,90;37,20
Crucianella angustifolia;-2,79;36,88
Crucianella angustifolia;-2,70;36,86
Crucianella angustifolia;-2,71;36,87
Crucianella angustifolia;-2,58;37,22
Crucianella angustifolia;-2,70;36,86
Crucianella angustifolia;-1,90;37,20
Crucianella angustifolia;-2,18;37,68
Crucianella angustifolia;-1,74;37,31
Crucianella angustifolia;-2,51;37,28
Crucianella angustifolia;-1,88;37,05
Crupina crupinastrum;-2,09;37,50
Crupina crupinastrum;-2,09;37,50
Crupina crupinastrum;-2,70;36,86
Crupina crupinastrum;-2,09;37,20
Crupina crupinastrum;-2,71;36,87
Crupina crupinastrum;-2,79;36,84
Crupina crupinastrum;-2,70;36,86
Crupina crupinastrum;-2,60;36,89
Crupina crupinastrum;-1,96;37,17
Crupina crupinastrum;-2,03;37,20
Crupina crupinastrum;-1,96;37,18
Crupina crupinastrum;-2,77;36,88
Cuscuta epithymum;-1,90;37,20
Cuscuta epithymum;-1,79;37,25
Cuscuta epithymum;-1,73;37,34
Cuscuta epithymum;-2,85;36,95
Cuscuta epithymum;-1,74;37,34
Cuscuta epithymum;-1,73;37,34
Cuscuta epithymum;-1,97;37,33
Cuscuta epithymum;-2,85;36,79
Cuscuta epithymum;-1,96;37,18
Cuscuta epithymum;-1,73;37,36
Cuscuta epithymum;-2,06;37,14
Delphinium gracile;-2,07;37,08
Delphinium gracile;-1,90;37,20
Delphinium gracile;-2,49;36,83
Delphinium gracile;-2,09;36,81
Delphinium gracile;-2,49;36,85
Delphinium gracile;-2,70;36,86
Delphinium gracile;-1,94;36,98
Delphinium gracile;-2,90;36,79
Delphinium gracile;-2,86;36,83
Delphinium gracile;-2,86;36,83
Delphinium gracile;-2,69;36,75
Dianthus broteri;-2,74;36,97
Dianthus broteri;-1,90;37,20
Dianthus broteri;-2,91;36,89
Dianthus broteri;-1,85;37,17
Dianthus broteri;-2,86;36,83
Dianthus broteri;-2,85;37,20
Dianthus broteri;-2,18;37,30
Dianthus broteri;-1,85;37,17
Dianthus broteri;-2,45;37,27
Dianthus broteri;-2,66;36,87
Dianthus broteri;-2,06;37,41
Dianthus broteri;-2,94;36,93
Dianthus broteri;-2,86;36,83
Dianthus broteri;-2,55;36,86
Dianthus broteri;-2,10;37,50
Dianthus broteri;-2,20;37,26
Dianthus broteri;-2,94;36,93
Diplotaxis ilorcitana;-1,90;37,28
Diplotaxis ilorcitana;-1,86;37,06
Diplotaxis ilorcitana;-2,25;37,36
Diplotaxis ilorcitana;-1,96;37,36
Diplotaxis ilorcitana;-2,43;36,99
Diplotaxis ilorcitana;-2,06;37,13
Diplotaxis ilorcitana;-1,80;37,31
Diplotaxis ilorcitana;-2,33;37,02
Diplotaxis ilorcitana;-2,53;36,96
Diplotaxis ilorcitana;-2,08;37,09
Dorycnium pentaphyllum;-2,06;37,51
Dorycnium pentaphyllum;-1,97;36,98
Dorycnium pentaphyllum;-1,91;37,10
Dorycnium pentaphyllum;-1,92;37,16
Dorycnium pentaphyllum;-1,93;37,11
Dorycnium pentaphyllum;-1,82;37,26
Dorycnium pentaphyllum;-2,60;37,19
Dorycnium pentaphyllum;-1,86;37,05
Dorycnium pentaphyllum;-1,90;37,28
Dorycnium pentaphyllum;-1,88;37,05
Dorycnium pentaphyllum;-2,20;37,27
Dorycnium pentaphyllum;-2,02;37,68
Draba hispanica;-2,84;36,91
Draba hispanica;-2,76;36,87
Draba hispanica;-2,84;36,91
Draba hispanica;-2,84;36,91
Draba hispanica;-2,84;36,91
Draba hispanica;-2,86;36,95
Draba hispanica;-2,41;37,26
Draba hispanica;-2,50;37,27
Draba hispanica;-2,41;37,26
Draba hispanica;-2,86;36,95
Draba hispanica;-2,81;36,87
Draba hispanica;-2,86;36,95
Ephedra fragilis;-2,08;37,09
Ephedra fragilis;-2,36;37,07
Ephedra fragilis;-2,83;37,11
Ephedra fragilis;-2,10;37,09
Ephedra fragilis;-1,91;36,94
Ephedra fragilis;-2,20;37,03
Ephedra fragilis;-2,20;37,03
Ephedra fragilis;-2,21;37,13
Ephedra fragilis;-2,21;37,13
Ephedra fragilis;-2,20;37,03
Ephedra fragilis;-1,71;37,38
Ephedra fragilis;-2,98;36,91
Ephedra fragilis;-1,81;37,36
Ephedra fragilis;-1,80;37,31
Ephedra fragilis;-2,21;37,13
Ephedra fragilis;-1,91;37,29
Ephedra fragilis;-2,21;37,13
Ephedra fragilis;-2,20;37,03
Erodium chium;-2,64;36,85
Erodium chium;-1,93;37,29
Erodium chium;-1,73;37,34
Erodium chium;-2,47;36,86
Erodium chium;-2,47;36,86
Erodium chium;-1,86;37,18
Erodium chium;-2,37;36,87
Erodium chium;-1,87;37,28
Erodium chium;-2,88;36,80
Erodium chium;-2,45;36,83
Erodium chium;-2,36;37,07
Erodium chium;-2,62;36,90
Erodium chium;-2,62;36,90
Erodium chium;-2,62;36,90
Erodium chium;-2,66;36,78
Erodium chium;-2,36;37,07
Erodium cicutarium;-1,68;37,35
Erodium cicutarium;-1,84;37,21
Erodium cicutarium;-2,14;37,35
Erodium cicutarium;-1,76;37,32
Erodium cicutarium;-1,74;37,31
Erodium cicutarium;-1,82;37,42
Erodium cicutarium;-2,88;36,81
Erodium cicutarium;-2,45;36,83
Erodium cicutarium;-2,82;36,90
Erodium cicutarium;-2,40;37,10
Erodium cicutarium;-1,74;37,31
Erodium cicutarium;-2,77;36,86
Erodium cicutarium;-2,06;37,51
Erodium cicutarium;-2,89;36,84
Erodium cicutarium;-2,45;36,83
Erodium cicutarium;-2,89;36,84
Erodium cicutarium;-2,31;37,08
Euphorbia terracina;-2,36;37,07
Euphorbia terracina;-2,04;37,14
Euphorbia terracina;-2,85;36,71
Euphorbia terracina;-2,76;36,69
Euphorbia terracina;-1,93;37,11
Euphorbia terracina;-2,47;36,85
Euphorbia terracina;-2,56;36,99
Euphorbia terracina;-2,45;36,83
Euphorbia terracina;-2,47;37,35
Euphorbia terracina;-2,06;37,51
Euphorbia terracina;-2,37;36,87
Euphorbia terracina;-2,02;37,68
Euphorbia terracina;-1,91;37,42
Euzomodendron bourgaeanum;-2,49;36,95
Euzomodendron bourgaeanum;-2,50;36,94
Euzomodendron bourgaeanum;-2,45;37,03
Euzomodendron bourgaeanum;-2,50;36,96
Euzomodendron bourgaeanum;-2,51;36,95
Euzomodendron bourgaeanum;-2,46;37,02
Euzomodendron bourgaeanum;-2,43;36,99
Euzomodendron bourgaeanum;-2,52;36,95
Euzomodendron bourgaeanum;-2,44;37,02
Euzomodendron bourgaeanum;-2,60;37,01
Euzomodendron bourgaeanum;-2,46;36,91
Euzomodendron bourgaeanum;-2,62;37,00
Euzomodendron bourgaeanum;-2,40;36,96
Euzomodendron bourgaeanum;-2,50;36,95
Euzomodendron bourgaeanum;-2,42;36,95
Euzomodendron bourgaeanum;-2,47;37,04
Euzomodendron bourgaeanum;-2,62;37,00
Euzomodendron bourgaeanum;-2,46;37,02
Euzomodendron bourgaeanum;-2,50;36,95
Euzomodendron bourgaeanum;-2,48;36,95
Euzomodendron bourgaeanum;-2,47;37,03
Euzomodendron bourgaeanum;-2,52;36,96
Euzomodendron bourgaeanum;-2,40;36,95
Euzomodendron bourgaeanum;-2,48;36,94
