tipo;x;y;presencia
piornal;445550;4104250;0
piornal;445550;4101350;0
piornal;445550;4091350;0
piornal;445650;4114850;0
piornal;445650;4101750;0
piornal;445650;4097050;0
piornal;445650;4095850;0
piornal;445650;4089250;0
piornal;445850;4117650;0
piornal;445850;4114050;0
piornal;445850;4100550;0
piornal;446050;4093850;0
piornal;446050;4086850;0
piornal;446150;4120650;0
piornal;446150;4118750;0
piornal;446150;4115250;0
piornal;446150;4114750;0
piornal;446150;4092150;0
piornal;446250;4113350;0
piornal;446250;4105350;0
piornal;446250;4102750;0
piornal;446350;4116550;0
piornal;446350;4110250;0
piornal;446450;4117550;0
piornal;446450;4105650;0
piornal;446550;4122450;0
piornal;446550;4105450;0
piornal;446550;4100750;0
piornal;446550;4100250;0
piornal;446550;4091450;0
piornal;446650;4102350;0
piornal;446750;4098950;0
piornal;446750;4097450;0
piornal;446750;4093450;0
piornal;446850;4114050;0
piornal;446850;4101750;0
piornal;446850;4089950;0
piornal;446950;4104350;0
piornal;446950;4098950;0
piornal;446950;4096150;0
piornal;446950;4083850;0
piornal;447050;4108850;0
piornal;447150;4116850;0
piornal;447150;4110550;0
piornal;447150;4084450;0
piornal;447250;4097650;0
piornal;447250;4085750;0
piornal;447350;4089950;0
piornal;447450;4119450;0
piornal;447450;4094550;0
piornal;447450;4083350;0
piornal;447550;4098350;0
piornal;447550;4092950;0
piornal;447650;4117450;0
piornal;447750;4122550;0
piornal;447750;4109350;0
piornal;447750;4090150;0
piornal;447850;4124450;0
piornal;447850;4119950;0
piornal;447850;4099250;0
piornal;447950;4105750;0
piornal;447950;4084450;0
piornal;448050;4123150;0
piornal;448050;4115150;0
piornal;448050;4099250;0
piornal;448050;4086150;0
piornal;448050;4083350;0
piornal;448150;4098250;0
piornal;448150;4096450;0
piornal;448250;4122850;0
piornal;448250;4103450;0
piornal;448250;4099050;0
piornal;448350;4114950;0
piornal;448350;4097050;0
piornal;448350;4096050;0
piornal;448450;4098450;0
piornal;448550;4086750;0
piornal;448650;4115150;0
piornal;448650;4111650;0
piornal;448650;4108750;0
piornal;448650;4105850;0
piornal;448650;4103350;0
piornal;448850;4116550;0
piornal;448850;4107150;0
piornal;448850;4097650;0
piornal;448850;4089750;0
piornal;448950;4119550;0
piornal;449050;4100050;0
piornal;449050;4095550;0
piornal;449050;4093150;0
piornal;449050;4089350;0
piornal;449150;4122150;0
piornal;449250;4119650;0
piornal;449250;4100150;0
piornal;449250;4099450;0
piornal;449250;4089450;0
piornal;449350;4110350;0
piornal;449350;4108950;0
piornal;449350;4101150;0
piornal;449350;4099850;0
piornal;449350;4096650;0
piornal;449450;4113250;0
piornal;449550;4112150;0
piornal;449550;4090350;0
piornal;449650;4122550;0
piornal;449650;4122150;0
piornal;449650;4117250;0
piornal;449650;4108250;0
piornal;449650;4094550;0
piornal;449650;4087450;0
piornal;449750;4108750;0
piornal;449750;4096750;0
piornal;449850;4109050;0
piornal;449850;4093550;0
piornal;449950;4119650;0
piornal;449950;4086450;0
piornal;450050;4122150;0
piornal;450050;4101150;0
piornal;450050;4083150;0
piornal;450150;4110650;0
piornal;450250;4112850;0
piornal;450250;4093950;0
piornal;450250;4088850;0
piornal;450250;4088150;0
piornal;450350;4107550;0
piornal;450350;4085550;0
piornal;450450;4100950;0
piornal;450550;4116950;0
piornal;450550;4102350;0
piornal;450650;4123150;0
piornal;450650;4101750;0
piornal;450750;4122150;0
piornal;450750;4087450;0
piornal;450750;4084150;0
piornal;450850;4107650;0
piornal;450850;4085750;0
piornal;451050;4097650;0
piornal;451150;4087250;0
piornal;451250;4114050;0
piornal;451250;4113750;0
piornal;451250;4100150;0
piornal;451250;4095050;0
piornal;451250;4088650;0
piornal;451350;4119250;0
piornal;451350;4117150;0
piornal;451350;4115850;0
piornal;451350;4100650;0
piornal;451450;4119650;0
piornal;451450;4099450;0
piornal;451450;4092650;0
piornal;451550;4114550;0
piornal;451550;4092250;0
piornal;451550;4084350;0
piornal;451650;4124250;0
piornal;451750;4112350;0
piornal;451750;4107150;0
piornal;451850;4094650;0
piornal;451850;4086650;0
piornal;451950;4110850;0
piornal;451950;4103950;0
piornal;452050;4120250;0
piornal;452050;4102350;0
piornal;452150;4110850;0
piornal;452150;4110450;0
piornal;452150;4110050;0
piornal;452150;4096650;0
piornal;452150;4083050;0
piornal;452250;4105550;0
piornal;452250;4104150;0
piornal;452250;4103050;0
piornal;452350;4101950;0
piornal;452350;4097050;0
piornal;452350;4091850;0
piornal;452350;4087150;0
piornal;452650;4119250;0
piornal;452750;4114350;0
piornal;452850;4111150;0
piornal;452850;4097650;0
piornal;452850;4091650;0
piornal;452850;4087550;0
piornal;452950;4096550;0
piornal;453050;4123350;0
piornal;453050;4110550;0
piornal;453050;4108150;0
piornal;453050;4102550;0
piornal;453150;4121450;0
piornal;453150;4086250;0
piornal;453250;4111250;0
piornal;453250;4090550;0
piornal;453350;4118150;0
piornal;453350;4113650;0
piornal;453350;4110950;0
piornal;453350;4097250;0
piornal;453350;4095450;0
piornal;453350;4086550;0
piornal;453450;4123650;0
piornal;453450;4108250;0
piornal;453450;4100050;0
piornal;453450;4092850;0
piornal;453550;4123150;0
piornal;453550;4105150;0
piornal;453650;4098750;0
piornal;453650;4093950;0
piornal;453850;4109250;0
piornal;453850;4108050;0
piornal;453850;4105050;0
piornal;453850;4099550;0
piornal;453950;4120150;0
piornal;453950;4100150;0
piornal;454050;4098350;0
piornal;454050;4095350;0
piornal;454050;4083750;0
piornal;454150;4105850;0
piornal;454150;4092250;0
piornal;454250;4118250;0
piornal;454250;4094250;0
piornal;454250;4092950;0
piornal;454250;4084350;0
piornal;454350;4116750;0
piornal;454350;4108050;0
piornal;454450;4086250;0
piornal;454650;4107450;0
piornal;454650;4091850;0
piornal;454750;4101650;0
piornal;454850;4108750;0
piornal;454850;4108250;0
piornal;454950;4088850;0
piornal;455050;4121150;0
piornal;455050;4089050;0
piornal;455050;4084050;0
piornal;455150;4087950;0
piornal;455250;4091250;0
piornal;455350;4114150;0
piornal;455450;4085650;0
piornal;455550;4108650;0
piornal;455550;4099150;0
piornal;455650;4106050;0
piornal;455750;4100050;0
piornal;455750;4095950;0
piornal;455850;4088950;0
piornal;455950;4113650;0
piornal;455950;4099550;0
piornal;456050;4124350;0
piornal;456150;4115150;0
piornal;456250;4108450;0
piornal;456250;4097250;0
piornal;456250;4088550;0
piornal;456250;4086750;0
piornal;456350;4115350;0
piornal;456350;4096150;0
piornal;456350;4087050;0
piornal;456450;4117850;0
piornal;456450;4112550;0
piornal;456550;4118750;0
piornal;456550;4098850;0
piornal;456650;4124650;0
piornal;456650;4104550;0
piornal;456750;4116750;0
piornal;456750;4094450;0
piornal;456950;4114950;0
piornal;456950;4113850;0
piornal;456950;4107950;0
piornal;456950;4105350;0
piornal;457050;4111050;0
piornal;457250;4116750;0
piornal;457250;4099750;0
piornal;457250;4091650;0
piornal;457350;4113450;0
piornal;457350;4100950;0
piornal;457350;4090550;0
piornal;457450;4090750;0
piornal;457450;4083150;0
piornal;457550;4124050;0
piornal;457550;4119850;0
piornal;457550;4099450;0
piornal;457550;4092150;0
piornal;457550;4087250;0
piornal;457550;4085150;0
piornal;457650;4121850;0
piornal;457650;4105450;0
piornal;457850;4113250;0
piornal;457850;4110250;0
piornal;457850;4103250;0
piornal;457850;4086950;0
piornal;457850;4085850;0
piornal;457950;4120250;0
piornal;457950;4117650;0
piornal;457950;4105450;0
piornal;457950;4095850;0
piornal;457950;4093750;0
piornal;457950;4089450;0
piornal;457950;4088850;0
piornal;458050;4122150;0
piornal;458150;4123550;0
piornal;458150;4108750;0
piornal;458150;4102150;0
piornal;458250;4119750;0
piornal;458250;4107250;0
piornal;458250;4099850;0
piornal;458250;4088550;0
piornal;458350;4103850;0
piornal;458350;4102050;0
piornal;458450;4085250;0
piornal;458550;4109650;0
piornal;458550;4103450;0
piornal;458550;4087350;0
piornal;458650;4115350;0
piornal;458650;4106750;0
piornal;458750;4086650;0
piornal;458850;4122650;0
piornal;458850;4105550;0
piornal;458850;4105250;0
piornal;458950;4123850;0
piornal;458950;4111350;0
piornal;458950;4093650;0
piornal;459050;4124450;0
piornal;459050;4111550;0
piornal;459150;4120050;0
piornal;459150;4104250;0
piornal;459150;4086450;0
piornal;459250;4089750;0
piornal;459250;4088950;0
piornal;459350;4116050;0
piornal;459350;4113350;0
piornal;459450;4120050;0
piornal;459450;4104650;0
piornal;459450;4089250;0
piornal;459450;4084050;0
piornal;459550;4091050;0
piornal;459550;4086550;0
piornal;459650;4097150;0
piornal;459650;4091750;0
piornal;459650;4085450;0
piornal;459750;4114850;0
piornal;459850;4121950;0
piornal;459950;4109850;0
piornal;460050;4108650;0
piornal;460050;4084350;0
piornal;460250;4098350;0
piornal;460350;4123750;0
piornal;460450;4088950;0
piornal;460550;4110850;0
piornal;460550;4096150;0
piornal;460550;4088150;0
piornal;460650;4110650;0
piornal;460650;4089250;0
piornal;460750;4095650;0
piornal;460750;4084950;0
piornal;460950;4121150;0
piornal;460950;4116950;0
piornal;460950;4098550;0
piornal;461050;4107950;0
piornal;461150;4099950;0
piornal;461150;4097850;0
piornal;461250;4120550;0
piornal;461450;4112250;0
piornal;461450;4106350;0
piornal;461450;4103150;0
piornal;461450;4088850;0
piornal;461650;4098850;0
piornal;461650;4090650;0
piornal;461750;4122950;0
piornal;461750;4121650;0
piornal;461750;4117250;0
piornal;461750;4110950;0
piornal;461750;4107150;0
piornal;461750;4105650;0
piornal;461750;4097850;0
piornal;461850;4122250;0
piornal;461850;4115650;0
piornal;461850;4111650;0
piornal;461850;4098850;0
piornal;461950;4110850;0
piornal;461950;4107150;0
piornal;461950;4087650;0
piornal;462050;4124550;0
piornal;462250;4119850;0
piornal;462250;4112550;0
piornal;462250;4089950;0
piornal;462350;4095450;0
piornal;462450;4099150;0
piornal;462550;4099950;0
piornal;462650;4120050;0
piornal;462650;4116150;0
piornal;462650;4108650;0
piornal;462650;4098250;0
piornal;462650;4095550;0
piornal;462750;4122550;0
piornal;462750;4091250;0
piornal;462750;4087650;0
piornal;462850;4089150;0
piornal;462950;4124050;0
piornal;462950;4089850;0
piornal;463150;4124450;0
piornal;463150;4115850;0
piornal;463150;4109050;0
piornal;463250;4115550;0
piornal;463250;4108650;0
piornal;463450;4116750;0
piornal;463450;4102650;0
piornal;463550;4118550;0
piornal;463550;4107350;0
piornal;463650;4091750;0
piornal;463650;4089850;0
piornal;463650;4084250;0
piornal;463750;4109450;0
piornal;463850;4110650;0
piornal;463850;4094850;0
piornal;463950;4091850;0
piornal;464050;4114750;0
piornal;464050;4097850;0
piornal;464150;4121750;0
piornal;464150;4121350;0
piornal;464150;4121050;0
piornal;464150;4083650;0
piornal;464250;4114650;0
piornal;464250;4098350;0
piornal;464250;4090450;0
piornal;464350;4090150;0
piornal;464450;4119950;0
piornal;464550;4109850;0
piornal;464550;4105350;0
piornal;464650;4123450;0
piornal;464750;4113250;0
piornal;464750;4110050;0
piornal;464750;4090250;0
piornal;464750;4089550;0
piornal;464850;4123250;0
piornal;464850;4108450;0
piornal;464950;4086550;0
piornal;465350;4107250;0
piornal;465350;4102150;0
piornal;465550;4118350;0
piornal;465650;4099350;0
piornal;465650;4083850;0
piornal;465750;4120550;0
piornal;465750;4116350;0
piornal;465750;4109550;0
piornal;465750;4087050;0
piornal;465850;4099450;0
piornal;465850;4089250;0
piornal;465950;4116250;0
piornal;465950;4102850;0
piornal;465950;4088050;0
piornal;466050;4100850;0
piornal;466050;4085850;0
piornal;466150;4104150;0
piornal;466250;4119550;0
piornal;466250;4118850;0
piornal;466250;4111850;0
piornal;466350;4109550;0
piornal;466350;4089250;0
piornal;466450;4085550;0
piornal;466550;4110050;0
piornal;466550;4086650;0
piornal;466650;4118450;0
piornal;466750;4110850;0
piornal;466750;4097950;0
piornal;466850;4123950;0
piornal;466850;4119950;0
piornal;466850;4087050;0
piornal;467050;4099150;0
piornal;467050;4094150;0
piornal;467050;4089750;0
piornal;467150;4084250;0
piornal;467250;4113150;0
piornal;467250;4102850;0
piornal;467350;4124350;0
piornal;467550;4118050;0
piornal;467550;4103350;0
piornal;467550;4101950;0
piornal;467650;4116950;0
piornal;467750;4089150;0
piornal;467850;4111450;0
piornal;467950;4119550;0
piornal;467950;4089450;0
piornal;467950;4083150;0
piornal;468050;4120550;0
piornal;468050;4114350;0
piornal;468050;4111950;0
piornal;468150;4122550;0
piornal;468150;4095050;0
piornal;468250;4124250;0
piornal;468250;4094050;0
piornal;468350;4120350;0
piornal;468350;4116850;0
piornal;468350;4116450;0
piornal;468450;4102250;0
piornal;468650;4111350;0
piornal;468650;4099250;0
piornal;468650;4094550;0
piornal;468750;4116650;0
piornal;468750;4111650;0
piornal;468750;4109550;0
piornal;468750;4100650;0
piornal;468750;4087650;0
piornal;468750;4083750;0
piornal;468850;4107350;0
piornal;468850;4103850;0
piornal;468950;4083550;0
piornal;469050;4115850;0
piornal;469050;4107350;0
piornal;469150;4108650;0
piornal;469150;4093150;0
piornal;469250;4102650;0
piornal;469250;4090550;0
piornal;469250;4085950;0
piornal;469350;4113550;0
piornal;469350;4102350;0
piornal;469450;4089050;0
piornal;469450;4087150;0
piornal;469550;4121050;0
piornal;469550;4117950;0
piornal;469550;4115450;0
piornal;469550;4114350;0
piornal;469550;4107950;0
piornal;469550;4088050;0
piornal;469650;4106150;0
piornal;469650;4104750;0
piornal;469650;4100950;0
piornal;469650;4089150;0
piornal;469750;4114150;0
piornal;469850;4089650;0
piornal;470150;4121550;0
piornal;470150;4084350;0
piornal;470250;4097350;0
piornal;470250;4087850;0
piornal;470350;4124050;0
piornal;470350;4109650;0
piornal;470350;4099950;0
piornal;470350;4086450;0
piornal;470350;4083950;0
piornal;470450;4121750;0
piornal;470450;4118750;0
piornal;470550;4089250;0
piornal;470650;4122450;0
piornal;470650;4107750;0
piornal;470650;4091950;0
piornal;470850;4120450;0
piornal;470850;4116650;0
piornal;470850;4100750;0
piornal;470950;4121250;0
piornal;470950;4111850;0
piornal;470950;4088350;0
piornal;471050;4094150;0
piornal;471150;4100850;0
piornal;471150;4093250;0
piornal;471250;4112050;0
piornal;471250;4102150;0
piornal;471250;4091550;0
piornal;471250;4087750;0
piornal;471350;4103050;0
piornal;471350;4096150;0
piornal;471350;4091250;0
piornal;471350;4091050;0
piornal;471550;4117650;0
piornal;471550;4113550;0
piornal;471550;4108550;0
piornal;471550;4100950;0
piornal;471650;4105550;0
piornal;471650;4086550;0
piornal;471750;4114950;0
piornal;471750;4112350;0
piornal;471750;4105250;0
piornal;471850;4116550;0
piornal;471850;4104350;0
piornal;471950;4120550;0
piornal;472050;4115250;0
piornal;472050;4106550;0
piornal;472050;4083350;0
piornal;472150;4122950;0
piornal;472150;4101650;0
piornal;472250;4124250;0
piornal;472250;4083050;0
piornal;472350;4088550;0
piornal;472450;4114650;0
piornal;472550;4106750;0
piornal;472550;4094950;0
piornal;472650;4108650;0
piornal;472650;4087550;0
piornal;472750;4122650;0
piornal;472750;4106450;0
piornal;472850;4090450;0
piornal;472950;4116850;0
piornal;472950;4093050;0
piornal;473050;4093450;0
piornal;473150;4105950;0
piornal;473250;4106650;0
piornal;473250;4106450;0
piornal;473250;4085150;0
piornal;473350;4101750;0
piornal;473350;4099550;0
piornal;473350;4088550;0
piornal;473450;4122450;0
piornal;473450;4102750;0
piornal;473650;4112550;0
piornal;473650;4106250;0
piornal;473650;4089950;0
piornal;473650;4084850;0
piornal;473750;4108050;0
piornal;473750;4088950;0
piornal;473850;4107250;0
piornal;473950;4122350;0
piornal;473950;4118350;0
piornal;473950;4093450;0
piornal;474050;4108250;0
piornal;474250;4101750;0
piornal;474250;4083550;0
piornal;474350;4090950;0
piornal;474450;4105750;0
piornal;474550;4108750;0
piornal;474550;4084250;0
piornal;474650;4093750;0
piornal;474650;4086750;0
piornal;474750;4092150;0
piornal;474750;4090350;0
piornal;474850;4120950;0
piornal;474850;4105350;0
piornal;474850;4103550;0
piornal;474850;4094950;0
piornal;475050;4121850;0
piornal;475250;4102850;0
piornal;475350;4088450;0
piornal;475450;4091350;0
piornal;475550;4110150;0
piornal;475550;4105150;0
piornal;475650;4107350;0
piornal;475750;4124350;0
piornal;475850;4123050;0
piornal;475850;4119550;0
piornal;475850;4096450;0
piornal;475950;4086550;0
piornal;476050;4118950;0
piornal;476150;4117850;0
piornal;476150;4090950;0
piornal;476150;4086450;0
piornal;476350;4115550;0
piornal;476350;4093750;0
piornal;476450;4122850;0
piornal;476450;4118050;0
piornal;476450;4116550;0
piornal;476450;4097350;0
piornal;476550;4118350;0
piornal;476550;4115150;0
piornal;476550;4105550;0
piornal;476650;4119750;0
piornal;476650;4115650;0
piornal;476650;4107850;0
piornal;476650;4084350;0
piornal;476750;4109550;0
piornal;476750;4088750;0
piornal;476850;4119350;0
piornal;476850;4114150;0
piornal;477050;4107150;0
piornal;477050;4106950;0
piornal;477050;4084850;0
piornal;477150;4110950;0
piornal;477150;4110150;0
piornal;477150;4097850;0
piornal;477150;4095550;0
piornal;477150;4091450;0
piornal;477250;4106350;0
piornal;477250;4090850;0
piornal;477350;4088450;0
piornal;477450;4117350;0
piornal;477450;4097550;0
piornal;477450;4096350;0
piornal;477550;4117850;0
piornal;477550;4108450;0
piornal;477650;4109050;0
piornal;477650;4106850;0
piornal;477750;4117550;0
piornal;477750;4115250;0
piornal;477750;4105950;0
piornal;477850;4122250;0
piornal;477850;4118550;0
piornal;477850;4113950;0
piornal;477950;4109750;0
piornal;477950;4107750;0
piornal;477950;4105550;0
piornal;478050;4121150;0
piornal;478050;4083450;0
piornal;478150;4092550;0
piornal;478250;4120250;0
piornal;478250;4106150;0
piornal;478250;4093450;0
piornal;478250;4092350;0
piornal;478250;4089750;0
piornal;478350;4083150;0
piornal;478450;4115950;0
piornal;478450;4111550;0
piornal;478450;4107650;0
piornal;478450;4098850;0
piornal;478550;4106750;0
piornal;478650;4117450;0
piornal;478650;4116950;0
piornal;478750;4116250;0
piornal;478750;4115750;0
piornal;478850;4123350;0
piornal;478850;4092750;0
piornal;478950;4116950;0
piornal;478950;4115850;0
piornal;478950;4115250;0
piornal;478950;4090550;0
piornal;479050;4084250;0
piornal;479150;4106850;0
piornal;479250;4122350;0
piornal;479250;4116750;0
piornal;479350;4094150;0
piornal;479350;4088350;0
piornal;479450;4098150;0
piornal;479550;4119950;0
piornal;479550;4118150;0
piornal;479550;4116450;0
piornal;479550;4114950;0
piornal;479550;4113250;0
piornal;479550;4095150;0
piornal;479550;4093950;0
piornal;479650;4091250;0
piornal;479650;4087750;0
piornal;479750;4117150;0
piornal;479750;4107750;0
piornal;479750;4092850;0
piornal;479750;4083250;0
piornal;479950;4119750;0
piornal;479950;4108550;0
piornal;479950;4106650;0
piornal;479950;4095250;0
piornal;479950;4093550;0
piornal;479950;4085150;0
piornal;480050;4123150;0
piornal;480050;4113350;0
piornal;480150;4121350;0
piornal;480150;4114950;0
piornal;480150;4107650;0
piornal;480150;4107050;0
piornal;480150;4092850;0
piornal;480350;4111850;0
piornal;480450;4121350;0
piornal;480450;4096950;0
piornal;480550;4124350;0
piornal;480550;4117450;0
piornal;480550;4117050;0
piornal;480550;4115550;0
piornal;480550;4100750;0
piornal;480550;4091950;0
piornal;480550;4090450;0
piornal;480650;4116850;0
piornal;480650;4115250;0
piornal;480650;4091050;0
piornal;480750;4121350;0
piornal;480750;4121150;0
piornal;480750;4119850;0
piornal;480750;4119550;0
piornal;480850;4104850;0
piornal;480850;4092250;0
piornal;480950;4118150;0
piornal;480950;4112250;0
piornal;480950;4111050;0
piornal;481050;4114150;0
piornal;481050;4111550;0
piornal;481150;4105150;0
piornal;481150;4095550;0
piornal;481250;4111150;0
piornal;481350;4113350;0
piornal;481350;4110450;0
piornal;481450;4113150;0
piornal;481550;4117950;0
piornal;481550;4110150;0
piornal;481550;4098750;0
piornal;481550;4098250;0
piornal;481650;4116550;0
piornal;481750;4122550;0
piornal;481750;4109850;0
piornal;481750;4089550;0
piornal;481750;4086750;0
piornal;481850;4119550;0
piornal;481850;4088950;0
piornal;481950;4097450;0
piornal;481950;4095550;0
piornal;481950;4087050;0
piornal;482050;4120650;0
piornal;482050;4120250;0
piornal;482050;4114050;0
piornal;482150;4117650;0
piornal;482150;4112150;0
piornal;482150;4104550;0
piornal;482150;4090250;0
piornal;482250;4119850;0
piornal;482350;4117650;0
piornal;482350;4116750;0
piornal;482350;4110750;0
piornal;482450;4117950;0
piornal;482450;4084650;0
piornal;482550;4118750;0
piornal;482550;4099250;0
piornal;482550;4083250;0
piornal;482750;4113050;0
piornal;482750;4110350;0
piornal;482750;4096050;0
piornal;482850;4095550;0
piornal;482850;4094050;0
piornal;482950;4120250;0
piornal;482950;4116050;0
piornal;482950;4109650;0
piornal;482950;4105650;0
piornal;483050;4114750;0
piornal;483050;4114150;0
piornal;483050;4109150;0
piornal;483050;4108550;0
piornal;483050;4091250;0
piornal;483250;4121650;0
piornal;483350;4112550;0
piornal;483350;4095250;0
piornal;483450;4118350;0
piornal;483450;4118050;0
piornal;483450;4115050;0
piornal;483450;4113450;0
piornal;483450;4099350;0
piornal;483550;4112750;0
piornal;483550;4111550;0
piornal;483550;4086150;0
piornal;483650;4120450;0
piornal;483650;4086650;0
piornal;483650;4083450;0
piornal;483750;4123950;0
piornal;483750;4100350;0
piornal;483850;4111950;0
piornal;483850;4093050;0
piornal;483950;4110950;0
piornal;484050;4114850;0
piornal;484050;4099050;0
piornal;484050;4083950;0
piornal;484150;4117450;0
piornal;484150;4110050;0
piornal;484150;4102950;0
piornal;484250;4118350;0
piornal;484250;4110350;0
piornal;484250;4109650;0
piornal;484250;4101450;0
piornal;484250;4096550;0
piornal;484250;4089550;0
piornal;484350;4120850;0
piornal;484350;4116650;0
piornal;484350;4115050;0
piornal;484350;4113150;0
piornal;484350;4111650;0
piornal;484350;4094650;0
piornal;484650;4114450;0
piornal;484650;4113950;0
piornal;484650;4096450;0
piornal;484750;4098650;0
piornal;484850;4122550;0
piornal;484850;4117950;0
piornal;484850;4099450;0
piornal;484850;4096450;0
piornal;484950;4116850;0
piornal;484950;4084050;0
piornal;485050;4094750;0
piornal;485150;4114350;0
piornal;485250;4112150;0
piornal;485250;4109250;0
piornal;485250;4091750;0
piornal;485350;4111250;0
piornal;485350;4093750;0
piornal;485350;4084450;0
piornal;485450;4113150;0
piornal;485550;4122750;0
piornal;485550;4112050;0
piornal;485650;4111050;0
piornal;485650;4095850;0
piornal;485650;4091350;0
piornal;485850;4091150;0
piornal;485950;4114350;0
piornal;485950;4083550;0
piornal;486050;4110450;0
piornal;486050;4096050;0
piornal;486250;4112550;0
piornal;486250;4111050;0
piornal;486250;4100950;0
piornal;486250;4084350;0
piornal;486350;4118650;0
piornal;486350;4109950;0
piornal;486350;4094650;0
piornal;486350;4093050;0
piornal;486450;4114250;0
piornal;486450;4111650;0
piornal;486750;4123450;0
piornal;486750;4119450;0
piornal;486750;4109450;0
piornal;486750;4091150;0
piornal;486850;4111150;0
piornal;486850;4098950;0
piornal;486850;4095850;0
piornal;486950;4112350;0
piornal;486950;4111450;0
piornal;486950;4092150;0
piornal;486950;4085650;0
piornal;487050;4118350;0
piornal;487050;4117250;0
piornal;487050;4096450;0
piornal;487150;4112750;0
piornal;487150;4088650;0
piornal;487250;4123350;0
piornal;487250;4103250;0
piornal;487250;4097850;0
piornal;487250;4095150;0
piornal;487550;4119350;0
piornal;487550;4098850;0
piornal;487650;4101750;0
piornal;487650;4098250;0
piornal;487750;4096050;0
piornal;487950;4112750;0
piornal;487950;4111550;0
piornal;487950;4089150;0
piornal;488050;4096150;0
piornal;488050;4088550;0
piornal;488150;4117850;0
piornal;488150;4098450;0
piornal;488250;4110350;0
piornal;488250;4099750;0
piornal;488250;4084550;0
piornal;488350;4116850;0
piornal;488350;4097950;0
piornal;488450;4116450;0
piornal;488450;4110450;0
piornal;488550;4118550;0
piornal;488650;4117050;0
piornal;488650;4099450;0
piornal;488650;4092350;0
piornal;488750;4122150;0
piornal;488750;4112350;0
piornal;488750;4090950;0
piornal;488850;4109750;0
piornal;488850;4102550;0
piornal;488850;4086550;0
piornal;488950;4124250;0
piornal;488950;4111550;0
piornal;488950;4109450;0
piornal;488950;4094150;0
piornal;489250;4110850;0
piornal;489250;4096050;0
piornal;489350;4094550;0
piornal;489450;4097850;0
piornal;489550;4123150;0
piornal;489550;4120750;0
piornal;489550;4112250;0
piornal;489550;4111050;0
piornal;489550;4084950;0
piornal;489650;4120250;0
piornal;489750;4097450;0
piornal;489750;4090050;0
piornal;489850;4121450;0
piornal;489850;4114250;0
piornal;489850;4109050;0
piornal;489850;4098350;0
piornal;490050;4110550;0
piornal;490150;4109750;0
piornal;490150;4092550;0
piornal;490150;4086750;0
piornal;490150;4085650;0
piornal;490250;4094150;0
piornal;490250;4093350;0
piornal;490250;4089750;0
piornal;490350;4110850;0
piornal;490450;4117050;0
piornal;490450;4112450;0
piornal;490450;4110150;0
piornal;490450;4108750;0
piornal;490550;4093750;0
piornal;490650;4121350;0
piornal;490650;4120450;0
piornal;490650;4113050;0
piornal;490650;4084050;0
piornal;490750;4100750;0
piornal;490850;4124450;0
piornal;490850;4088650;0
piornal;490950;4091750;0
piornal;491050;4117450;0
piornal;491050;4108450;0
piornal;491150;4122950;0
piornal;491150;4091050;0
piornal;491250;4114850;0
piornal;491250;4100450;0
piornal;491250;4089450;0
piornal;491250;4083550;0
piornal;491350;4116350;0
piornal;491350;4107850;0
piornal;491350;4095050;0
piornal;491450;4090050;0
piornal;491550;4109650;0
piornal;491550;4098750;0
piornal;491650;4109050;0
piornal;491650;4094550;0
piornal;491750;4114850;0
piornal;491750;4110850;0
piornal;491750;4107750;0
piornal;491750;4097650;0
piornal;491750;4085950;0
piornal;491850;4121550;0
piornal;491950;4102650;0
piornal;491950;4090950;0
piornal;492050;4123850;0
piornal;492050;4119850;0
piornal;492050;4101250;0
piornal;492150;4111850;0
piornal;492150;4100050;0
piornal;492150;4091250;0
piornal;492150;4083350;0
piornal;492250;4109350;0
piornal;492250;4108850;0
piornal;492250;4107850;0
piornal;492350;4097650;0
piornal;492350;4092950;0
piornal;492450;4089250;0
piornal;492550;4095650;0
piornal;492550;4092150;0
piornal;492650;4119650;0
piornal;492650;4112150;0
piornal;492650;4103350;0
piornal;492650;4099550;0
piornal;492650;4095050;0
piornal;492650;4086950;0
piornal;492750;4094550;0
piornal;492750;4092350;0
piornal;492850;4123450;0
piornal;492850;4122150;0
piornal;492850;4113050;0
piornal;492850;4087550;0
piornal;492950;4122750;0
piornal;492950;4104850;0
piornal;492950;4102850;0
piornal;492950;4099350;0
piornal;493050;4119950;0
piornal;493050;4104550;0
piornal;493050;4102650;0
piornal;493150;4115150;0
piornal;493150;4092550;0
piornal;493250;4086750;0
piornal;493350;4110950;0
piornal;493350;4102150;0
piornal;493350;4095950;0
piornal;493350;4094550;0
piornal;493450;4120450;0
piornal;493450;4087650;0
piornal;493550;4108650;0
piornal;493550;4101850;0
piornal;493550;4086250;0
piornal;493650;4121350;0
piornal;493650;4099650;0
piornal;493750;4102150;0
piornal;493850;4118450;0
piornal;493850;4115350;0
piornal;493950;4101850;0
piornal;494050;4120850;0
piornal;494050;4086050;0
piornal;494250;4117250;0
piornal;494250;4110650;0
piornal;494250;4109850;0
piornal;494250;4107050;0
piornal;494250;4099350;0
piornal;494350;4121250;0
piornal;494350;4101950;0
piornal;494450;4124750;0
piornal;494450;4112850;0
piornal;494450;4110150;0
piornal;494550;4111850;0
piornal;494550;4083450;0
piornal;494650;4108450;0
piornal;494650;4101150;0
piornal;494750;4108650;0
piornal;494750;4100150;0
piornal;494850;4112150;0
piornal;494850;4101350;0
piornal;494950;4110250;0
piornal;494950;4108550;0
